condition,target_pressure,seed,policy,const_ttl_s,arrival_mode,concurrency,rate_per_s,pool_blocks,pause_median_s,n_sessions,token_hit_rate,prefill_tokens_computed,prompt_tokens_total,ttft_p50,ttft_p95,e2e_p50,e2e_p95,queue_p95,makespan_s,gpu_busy_s,gpu_busy_frac,n_preemptions,n_evictions,n_protected_evictions,mean_live_sessions,mean_context_blocks,pressure_measured,pressure_offered,rm_total,rm_per_1k_calls,n_calls
vary_concurrency,0.5,3,belady,0.0,closed,7,0.5,16000,2.0,200,0.9275118718143447,5215142,71944774,0.07226192919301866,0.4271459728215632,1.538247545289778,4.287331760001052,0.059022671884576994,4541.747647928407,3720.4954895366704,0.8191770608905742,0,357711,0,6.925953236090264,1089.762098706277,0.4717275833814535,0.4767709181839962,3.860485500739146,0.9248887160371696,4174
vary_concurrency,0.5,2,belady,0.0,closed,7,0.5,16000,2.0,200,0.9281889968973193,5179511,72126983,0.07348501696287713,0.42441113340373704,1.5143112534167358,4.171655467485607,0.05233167036658415,4842.263924340947,3684.8246473366917,0.7609714598194299,0,353920,0,6.580259148763035,1105.6165413533834,0.4547027100790215,0.4837072368421052,4.1159243356898045,0.998283855369829,4123
vary_concurrency,0.5,0,belady,0.0,closed,7,0.5,16000,2.0,200,0.92846773646301,5238001,73225713,0.0769188235122158,0.4689862221243857,1.7366276252347461,4.660346557481944,0.1096779351485111,3146.107603028326,3002.2276206413285,0.954267304065346,0,360524,0,6.912610119686213,1078.8021901211557,0.46608368353569696,0.47197595817800564,2.6741914625740772,0.6230641804692632,4292
vary_concurrency,0.5,1,belady,0.0,closed,7,0.5,16000,2.0,200,0.9276880934351083,5307266,73394082,0.07555630746992392,0.456416352965789,1.636927624789564,4.402498126663431,0.07199639074633524,3690.0235122187914,3316.5446463666685,0.8987868601337036,0,363253,0,6.828048483105877,1107.7000955109838,0.47271437230562546,0.48461879178605544,3.136519985385973,0.7489302734923526,4188
vary_concurrency,0.5,5,oracle_terminal,0.0,closed,7,0.5,16000,2.0,200,0.9283580651925191,5234745,73068169,0.0766251128364388,0.45898333333343544,1.8149539571672335,4.801547794600168,0.08927122528299947,2998.021533917348,2869.3419102340104,0.957078485852235,0,358958,0,6.837289957339209,1112.448217726397,0.47538318919503725,0.48669609525529867,2.548318303829746,0.6137568169146788,4152
vary_concurrency,0.5,6,oracle_terminal,0.0,closed,7,0.5,16000,2.0,200,0.9294787150779571,4985232,70691168,0.0706217293170539,0.4228554771702875,1.6304899170697809,4.511122160512059,0.04929107713917347,3593.1143114668816,3290.6193251759887,0.9158125903967136,0,343658,0,6.901805631080891,1072.1007194244605,0.462464423900601,0.4690440647482015,3.0541471647468494,0.7324093920256234,4170
vary_concurrency,0.5,5,lru,0.0,closed,7,0.5,16000,2.0,200,0.9278314336848923,5273225,73068169,0.0762516491461156,0.46884974924955714,1.8119670419206955,4.74838388597243,0.08070146252293853,2991.7847689252712,2858.7693769006346,0.9555397856803652,0,361363,0,6.853170004498662,1112.448217726397,0.4764872973300338,0.48669609525529867,2.5430170535864804,0.6124800225400964,4152
vary_concurrency,0.5,6,lru,0.0,closed,7,0.5,16000,2.0,200,0.9287777505670864,5034784,70691168,0.07106691854937708,0.44014999999990323,1.641798755590571,4.43486212860671,0.06164345083698208,3593.84933054135,3296.860658509305,0.9173619579685304,0,346755,0,6.904392432001549,1072.1007194244605,0.4626377558461038,0.4690440647482015,3.0547719309601473,0.7325592160575892,4170
vary_concurrency,0.5,7,oracle_terminal,0.0,closed,7,0.5,16000,2.0,200,0.9287389473333268,5288011,74206187,0.07576472537209611,0.4502813052940837,1.6821081469223031,4.48185214633304,0.07993680553110494,3412.9844259704496,3159.631267233322,0.9257678538439011,0,362436,0,6.9039417629399065,1111.9540066382172,0.4798041065561216,0.48647987790422004,2.9010367620748823,0.6877754296052352,4218
vary_concurrency,0.5,4,belady,0.0,closed,7,0.5,16000,2.0,200,0.9280085873130608,5421216,75303648,0.07453404101283923,0.478358984940769,1.5457228240002223,4.155667503902805,0.06094649501903859,4362.926128951852,3652.478372268006,0.8371625519924804,0,369940,0,6.907077817968866,1126.685768411082,0.48638164242583704,0.4929250236798484,3.7084872096090744,0.8781641509848624,4223
vary_concurrency,0.5,5,belady,0.0,closed,7,0.5,16000,2.0,200,0.9283580651925191,5234745,73068169,0.0766251128364388,0.45898333333343544,1.8149539571672335,4.801547794600168,0.08927122528299947,2998.021533917348,2869.3419102340104,0.957078485852235,0,358958,0,6.837289957339209,1112.448217726397,0.47538318919503725,0.48669609525529867,2.548318303829746,0.6137568169146788,4152
vary_concurrency,0.5,7,lru,0.0,closed,7,0.5,16000,2.0,200,0.9277777336814247,5359339,74206187,0.07659523088267406,0.454171324938045,1.6935441028304012,4.52669679402868,0.09551606534046186,3417.6907131575567,3170.3688672333287,0.9276348076284144,0,366894,0,6.9028955826247325,1111.9540066382172,0.47973140003155135,0.48647987790422004,2.9050371061839235,0.6887238279241166,4218
vary_concurrency,0.5,6,belady,0.0,closed,7,0.5,16000,2.0,200,0.9294787150779571,4985232,70691168,0.0706217293170539,0.4228554771702875,1.6304899170697809,4.511122160512059,0.04929107713917347,3593.1143114668816,3290.6193251759887,0.9158125903967136,0,343658,0,6.901805631080891,1072.1007194244605,0.462464423900601,0.4690440647482015,3.0541471647468494,0.7324093920256234,4170
vary_concurrency,0.5,8,lru,0.0,closed,7,0.5,16000,2.0,200,0.9260168144344475,5809664,78526816,0.06994467720062403,0.4543166666666707,1.4898705128203744,3.9894973538757768,0.0177348978428995,6683.209407033662,4510.505616930647,0.6749011354011474,0,396055,0,6.842818896121018,1157.0254197761194,0.4948322128585239,0.5061986211520523,5.6807279959786126,1.3247966408532212,4288
vary_concurrency,0.5,7,belady,0.0,closed,7,0.5,16000,2.0,200,0.9287389473333268,5288011,74206187,0.07576472537209611,0.4502813052940837,1.6821081469223031,4.48185214633304,0.07993680553110494,3412.9844259704496,3159.631267233322,0.9257678538439011,0,362436,0,6.9039417629399065,1111.9540066382172,0.4798041065561216,0.48647987790422004,2.9010367620748823,0.6877754296052352,4218
vary_concurrency,0.5,8,oracle_terminal,0.0,closed,7,0.5,16000,2.0,200,0.9275881502695843,5686272,78526816,0.06949701759083382,0.42434260628704124,1.4845217774087303,3.942906513055277,0.01289939803609741,6676.837144397604,4498.891750263999,0.6738058234712113,0,387046,0,6.851586073084153,1157.0254197761194,0.4954662032714004,0.5061986211520523,5.6753115727379635,1.3235334824482192,4288
vary_concurrency,0.5,9,lru,0.0,closed,7,0.5,16000,2.0,200,0.9278685568952727,5582675,77395859,0.07164999999992006,0.46098333333338815,1.5348055070888336,4.207530024357084,0.0399367495849674,4873.585324753212,3948.506558990697,0.8101851708507106,0,381924,0,6.895045175167046,1141.088194120392,0.49174091545686793,0.4992260849276715,4.1425475260402305,0.9665299874102264,4286
vary_concurrency,0.5,8,belady,0.0,closed,7,0.5,16000,2.0,200,0.928381764517232,5623952,78526816,0.06959607269413937,0.4223166666670295,1.4736372889100267,3.9332628236652454,0.013954888079155126,6663.484980749105,4519.7848169306635,0.6782914390875617,0,379635,0,6.854947840526246,1157.0254197761194,0.4957093064205177,0.5061986211520523,5.663962233636739,1.3208867149339412,4288
vary_concurrency,0.5,9,oracle_terminal,0.0,closed,7,0.5,16000,2.0,200,0.9306399713193958,5368179,77395859,0.07213001667707886,0.43521974283203235,1.5461499052044019,4.029528570666116,0.05264625585095928,4863.40748707744,3945.646292324015,0.8112925562597811,0,368518,0,6.895313608839912,1141.088194120392,0.4917600596128061,0.4992260849276715,4.133896364015824,0.9645115175025254,4286
vary_pool,0.5,0,oracle_terminal,0.0,closed,16,0.5,34522,2.0,200,0.9283202472879984,5248801,73225713,0.09422253768281053,0.5816807828179336,2.826950164431082,7.827509750296031,0.20117454013890246,1758.0901997422561,1747.671620641332,0.9940739223149919,0,342002,0,15.601785818507864,1078.8021901211557,0.4875511474076668,0.49999522165397403,1.4943766697809178,0.34817722967868536,4292
vary_pool,0.5,1,oracle_terminal,0.0,closed,16,0.5,34522,2.0,200,0.9275409426062444,5318066,73394082,0.09272219956463346,0.6011597057861309,2.5466745521250687,6.733937929322565,0.20032112126796164,2000.9557077803706,1904.1390463666694,0.9516147903538063,0,344731,0,14.892526797970936,1107.7000955109838,0.47785335022629893,0.5133886080811002,1.7008123516133151,0.4061156522476875,4188
vary_concurrency,0.5,9,belady,0.0,closed,7,0.5,16000,2.0,200,0.9306399713193958,5368179,77395859,0.07213001667707886,0.43521974283203235,1.5461499052044019,4.029528570666116,0.05264625585095928,4863.40748707744,3945.646292324015,0.8112925562597811,0,368518,0,6.895313608839912,1141.088194120392,0.4917600596128061,0.4992260849276715,4.133896364015824,0.9645115175025254,4286
vary_pool,0.5,0,belady,0.0,closed,16,0.5,34522,2.0,200,0.9283202472879984,5248801,73225713,0.09422253768281053,0.5816807828179336,2.826950164431082,7.827509750296031,0.20117454013890246,1758.0901997422561,1747.671620641332,0.9940739223149919,0,342002,0,15.601785818507864,1078.8021901211557,0.4875511474076668,0.49999522165397403,1.4943766697809178,0.34817722967868536,4292
vary_pool,0.5,0,lru,0.0,closed,16,0.5,34522,2.0,200,0.9278404158386276,5283937,73225713,0.09618288394462127,0.6155113653838953,2.8536456603731324,7.860751946302116,0.20254960609827322,1764.4512260108097,1753.550020641344,0.9938217587379211,0,344198,0,15.553625092427183,1078.8021901211557,0.4860461391006838,0.49999522165397403,1.4997835421091883,0.34943698557996,4292
vary_pool,0.5,2,oracle_terminal,0.0,closed,16,0.5,34522,2.0,200,0.9280392609794867,5190311,72126983,0.08609967142081132,0.5361272524737615,2.134718812040205,5.903751860371926,0.1642118544908726,2509.2372394818503,2204.9822473366808,0.8787460239479001,0,335398,0,13.977728830812152,1105.6165413533834,0.4476568045274898,0.5124229378846571,2.1328516535595727,0.5173057612320089,4123
vary_pool,0.5,3,oracle_terminal,0.0,closed,16,0.5,34522,2.0,200,0.9273617566718606,5225942,71944774,0.08355237405214666,0.5477566421022857,2.1956060178095242,6.167735803468304,0.15806741354623455,2345.4501145659256,2212.9666895366513,0.9435147120774329,0,339188,0,14.820339550927825,1089.762098706277,0.4678362879485183,0.5050748386333477,1.993632597381037,0.4776311924726969,4174
vary_pool,0.5,1,belady,0.0,closed,16,0.5,34522,2.0,200,0.9275409426062444,5318066,73394082,0.09272219956463346,0.6011597057861309,2.5466745521250687,6.733937929322565,0.20032112126796164,2000.9557077803706,1904.1390463666694,0.9516147903538063,0,344731,0,14.892526797970936,1107.7000955109838,0.47785335022629893,0.5133886080811002,1.7008123516133151,0.4061156522476875,4188
vary_pool,0.5,2,lru,0.0,closed,16,0.5,34522,2.0,200,0.9256678877029973,5361351,72126983,0.0877707906129217,0.5505846613897916,2.160194666577805,6.192243457101313,0.15564199034224657,2519.4302923613677,2217.437180670002,0.8801343650558718,0,346088,0,13.974579258678924,1105.6165413533834,0.4475559349646405,0.5124229378846571,2.1415157485071625,0.5194071667492511,4123
vary_pool,0.5,1,lru,0.0,closed,16,0.5,34522,2.0,200,0.9261668808664982,5418914,73394082,0.09286975850624479,0.6100900675749017,2.5745601383924956,6.970977134316399,0.1932112192691875,1994.7887247774472,1910.9814463666871,0.9579868898546585,0,351034,0,14.979629464183246,1107.7000955109838,0.48064819501172956,0.5133886080811002,1.69557041606083,0.4048639961940855,4188
vary_pool,0.5,2,belady,0.0,closed,16,0.5,34522,2.0,200,0.9280392609794867,5190311,72126983,0.08609967142081132,0.5361272524737615,2.134718812040205,5.903751860371926,0.1642118544908726,2509.2372394818503,2204.9822473366808,0.8787460239479001,0,335398,0,13.977728830812152,1105.6165413533834,0.4476568045274898,0.5124229378846571,2.1328516535595727,0.5173057612320089,4123
vary_pool,0.5,3,lru,0.0,closed,16,0.5,34522,2.0,200,0.9267468405696847,5270182,71944774,0.08468084038713641,0.5880445367142784,2.2011161157740275,6.090174051848862,0.18163409712929024,2345.1336329016544,2209.9973562033474,0.9423758736805536,0,341953,0,14.847559970258555,1089.762098706277,0.4686955597548308,0.5050748386333477,1.9933635879664062,0.4775667436431256,4174
vary_pool,0.5,3,belady,0.0,closed,16,0.5,34522,2.0,200,0.9273617566718606,5225942,71944774,0.08355237405214666,0.5477566421022857,2.1956060178095242,6.167735803468304,0.15806741354623455,2345.4501145659256,2212.9666895366513,0.9435147120774329,0,339188,0,14.820339550927825,1089.762098706277,0.4678362879485183,0.5050748386333477,1.993632597381037,0.4776311924726969,4174
vary_pool,0.5,4,oracle_terminal,0.0,closed,16,0.5,34522,2.0,200,0.9278651679663646,5432016,75303648,0.08872689822851498,0.6221147247163117,2.2780044196940707,6.278828968235416,0.18752853841283468,2303.460886725581,2164.2135722679964,0.9395486525254059,0,351418,0,14.7042737936175,1126.685768411082,0.47989965871296186,0.5221879466594437,1.9579417537167438,0.4636376399992289,4223
vary_pool,0.5,4,lru,0.0,closed,16,0.5,34522,2.0,200,0.9262431482735073,5554160,75303648,0.08797577537063717,0.662162840283429,2.294827425851281,6.400127739807203,0.1972671541523141,2313.3643657872085,2173.393838934657,0.9394948202182923,0,359052,0,14.684012471725904,1126.685768411082,0.4792383950832632,0.5221879466594437,1.966359710919127,0.46563099950725245,4223
vary_pool,0.5,5,oracle_terminal,0.0,closed,16,0.5,34522,2.0,200,0.9282102580126238,5245545,73068169,0.09564102626242743,0.5907860467134469,2.9181828863426915,8.146661590225449,0.19127257785487473,1708.241794073566,1699.0867102340028,0.9946406393571886,0,340436,0,15.410813409768284,1112.448217726397,0.4966030911132259,0.5155892324784876,1.4520055249625312,0.349712313333943,4152
vary_pool,0.5,6,oracle_terminal,0.0,closed,16,0.5,34522,2.0,200,0.9293259378597337,4996032,70691168,0.0878581657000268,0.5774768861772372,2.5390382256825887,6.908317534648404,0.16389818856805505,1936.9930121416326,1874.3865251760058,0.967678516869606,0,325137,0,15.135853911647734,1072.1007194244605,0.4700527161746443,0.4968892738193433,1.6464440603203878,0.3948307099089659,4170
vary_pool,0.5,4,belady,0.0,closed,16,0.5,34522,2.0,200,0.9278651679663646,5432016,75303648,0.08872689822851498,0.6221147247163117,2.2780044196940707,6.278828968235416,0.18752853841283468,2303.460886725581,2164.2135722679964,0.9395486525254059,0,351418,0,14.7042737936175,1126.685768411082,0.47989965871296186,0.5221879466594437,1.9579417537167438,0.4636376399992289,4223
vary_pool,0.5,5,belady,0.0,closed,16,0.5,34522,2.0,200,0.9282102580126238,5245545,73068169,0.09564102626242743,0.5907860467134469,2.9181828863426915,8.146661590225449,0.19127257785487473,1708.241794073566,1699.0867102340028,0.9946406393571886,0,340436,0,15.410813409768284,1112.448217726397,0.4966030911132259,0.5155892324784876,1.4520055249625312,0.349712313333943,4152
vary_pool,0.5,7,oracle_terminal,0.0,closed,16,0.5,34522,2.0,200,0.9285934069082407,5298811,74206187,0.09527797636371815,0.6131561171735029,2.67348760229347,7.432755355310292,0.21598660333597763,1856.2456053923736,1843.2640672333332,0.9930065622128186,0,343914,0,15.460449753174277,1111.9540066382172,0.497981259703116,0.5153601791962075,1.5778087645835175,0.3740656151217443,4218
