loop,seed,policy,const_ttl_s,arrival_mode,concurrency,rate_per_s,pool_blocks,pause_median_s,n_sessions,token_hit_rate,prefill_tokens_computed,prompt_tokens_total,ttft_p50,ttft_p95,e2e_p50,e2e_p95,queue_p95,makespan_s,gpu_busy_s,gpu_busy_frac,n_preemptions,n_evictions,n_protected_evictions,mean_live_sessions,mean_context_blocks,pressure_measured,pressure_offered,rm_total,rm_per_1k_calls,rm_gputime_total,rm_gputime_per_1k_calls,n_calls
closed,12,lru,0.0,closed,16,0.5,12868,5.0,200,0.5845051729033535,29470724,70929220,0.38565534169720195,15.585679193808573,5.798986754658273,43.91527074921191,11.304643034618493,6730.313910890846,6462.640970311082,0.9602287584020974,34,1875962,0,15.206979937207574,1082.464527027027,1.2792210401957482,1.3459304035151098,5.720766824257219,1.380493924772495,5.493244824764419,1.3255899673659313,4144
open_matched,10,belady,0.0,poisson,32,0.03427853184945713,12868,5.0,200,0.24088574514250713,59286090,78099034,90.01052508555676,187.54019154102662,114.53264420866662,218.22273016048257,183.10445813505612,9853.498558996262,9669.643576858627,0.9813411468995675,96,3708173,0,49.305913533179535,1140.0420517560074,4.368263508553799,,8.375473775146823,1.9351834046087852,8.219197040329833,1.899075101739795,4328
open_matched,11,oracle_terminal,0.0,poisson,32,0.03427853184945713,12868,5.0,200,0.26952521913682304,52020332,71214412,29.668348420603934,107.67907107207247,54.30582543144965,139.83418205866747,103.66278577177127,8946.180794430598,8645.725167014285,0.9664152073023876,69,3282705,0,32.505413505670376,1090.1929782082325,2.753899095246883,,7.604253675266009,1.8412236501854744,7.348866391962143,1.779386535584054,4130
closed,11,belady,0.0,closed,16,0.5,12868,5.0,200,0.5808161415416868,29851932,71214412,0.5196555974856665,17.439063221180504,6.44594009075422,45.92857658282628,13.168258785189892,6292.546914372458,6162.384298538717,0.9793147961223073,38,1685689,0,15.464722203809554,1090.1929782082325,1.3101905157393627,1.355539916951486,5.3486648772165895,1.2950762414568013,5.23802665375791,1.2682873253651112,4130
open_matched,12,lru,0.0,poisson,32,0.03427853184945713,12868,5.0,200,0.5664416442194063,30751956,70929220,0.4337087980744627,52.58742704314864,5.164266748732871,82.32768192345156,49.11609814267558,7806.616721579543,7068.184480223343,0.9054094407741347,37,1957880,0,18.78897179360432,1082.464527027027,1.5805405242374921,,6.635624213342612,1.6012606692429083,6.007956808189841,1.4497965270728381,4144
closed,12,oracle_terminal,0.0,closed,16,0.5,12868,5.0,200,0.6070506908154354,27871588,70929220,0.29310930114644407,17.128126871075438,5.077299869967135,44.61423850091796,12.361134936045346,6584.234314485464,6385.056939140493,0.969749348848844,46,1753905,0,15.37541427610846,1082.464527027027,1.293389846303415,1.3459304035151098,5.596599167312644,1.3505306870928195,5.42729839826942,1.3096762544086438,4144
open_matched,12,oracle_terminal,0.0,poisson,32,0.03427853184945713,12868,5.0,200,0.5841972603110538,29492564,70929220,0.33667543112926523,56.478273848482786,4.572161814672654,84.84547430538896,52.68684993613897,7828.939425898145,7010.859300292956,0.8955056258451842,34,1872273,0,18.79561535281364,1082.464527027027,1.5810993847579535,,6.654598512013423,1.6058394092696484,5.959230405249012,1.4380382252048773,4144
closed,12,belady,0.0,closed,16,0.5,12868,5.0,200,0.678903052930795,22775156,70929220,0.24456012800820304,14.171358147655155,4.473807333555968,38.12608628900762,10.110333610175076,6020.1962297605805,5762.650094853289,0.957219644496948,2,1293145,0,15.278643171508804,1082.464527027027,1.2852493980620139,1.3459304035151098,5.117166795296494,1.2348375471275321,4.898252580625296,1.1820107578728996,4144
open_matched,11,belady,0.0,poisson,32,0.03427853184945713,12868,5.0,200,0.2878511725969176,50715260,71214412,22.313274590555466,108.2952072209373,47.566266136649915,138.86715786585137,104.25380731621135,8848.163911550731,8543.952964777547,0.9656187487241217,95,3142692,0,30.89522290335675,1090.1929782082325,2.6174817430383657,,7.520939324818121,1.821050683975332,7.262360020060916,1.7584406828234662,4130
open_matched,12,belady,0.0,poisson,32,0.03427853184945713,12868,5.0,200,0.5958185357177197,28668276,70929220,0.3132312767242098,54.398946334722496,4.445728056193275,85.25477091012817,51.04726763754661,7835.122249713078,6989.90934846307,0.8921251163271945,60,1761594,0,18.723437582025802,1082.464527027027,1.5750277437478726,,6.659853912256118,1.6071076043089088,5.94142294619361,1.433741058444404,4144
closed,13,lru,0.0,closed,16,0.5,12868,5.0,200,0.46987540583704174,39012786,73591730,1.4702536496751009,22.371447099003717,8.666698908385882,54.675094457126306,16.68891089594581,7944.18455361088,7635.554044627993,0.9611501335473626,45,2471637,0,15.40839026225742,1128.8060679611651,1.3516540585599863,1.4035512190999877,6.752556870569249,1.638970114215837,6.4902209379337945,1.575296344158688,4120
closed,13,oracle_terminal,0.0,closed,16,0.5,12868,5.0,200,0.5042734013726814,36481378,73591730,0.8331269541778283,21.97930187318798,7.3128886913711995,54.48821429529653,16.722915083302723,7735.892451653967,7417.494185719802,0.9588414306527632,31,2294352,0,15.359535195091722,1128.8060679611651,1.3473683967425096,1.4035512190999877,6.575508583905872,1.595997229103367,6.304870057861832,1.5303082664713186,4120
open_matched,13,lru,0.0,poisson,32,0.03427853184945713,12868,5.0,200,0.21047430193582894,58102562,73591730,78.04656641941824,145.03236215424204,102.29938048736403,176.13685791362605,140.91374692483805,9750.141349027816,9282.259203299473,0.952012783304419,105,3665873,0,44.71289462488903,1128.8060679611651,3.9223023600157685,,8.287620146673644,2.0115582880275835,7.889920322804552,1.9150292045642117,4120
closed,14,lru,0.0,closed,16,0.5,12868,5.0,200,0.48023433569315793,37138842,71453050,1.4621082892558661,17.870696748471346,9.918855354792413,51.06993860970215,13.76099352699839,7017.904636905642,6846.230906063136,0.9755377509777332,45,2354502,0,15.521990709023443,1083.0187005514265,1.306388421484138,1.3466194598090475,5.9652189413697965,1.4301651741476378,5.819296270153666,1.3951801175146648,4171
open_matched,14,lru,0.0,poisson,32,0.03427853184945713,12868,5.0,200,0.5338382056469247,33308682,71453050,0.5847358457940572,79.20659034963228,5.97731450172796,108.00619424729575,75.58929893227742,8589.44318561193,7364.599488551217,0.8574012691401891,53,2116462,0,19.838622101523804,1083.0187005514265,1.6696921611068636,,7.301026707770141,1.7504259668593003,6.259909565268535,1.5008174455211063,4171
open_matched,13,oracle_terminal,0.0,poisson,32,0.03427853184945713,12868,5.0,200,0.19980636411183703,58887634,73591730,83.01777836854353,149.813320112803,106.9809776418565,181.30221668304694,145.98731160845455,9898.61046996592,9435.049137871094,0.9531690499892534,107,3711090,0,45.65825686073473,1128.8060679611651,4.005231379929038,,8.413818899471032,2.042189053269668,8.01979176719043,1.9465513998035024,4120
closed,13,belady,0.0,closed,16,0.5,12868,5.0,200,0.5643399333050059,32060978,73591730,0.5017456709935004,20.902453657650995,5.843153991934287,51.849090934985725,15.692709482880218,7319.522286003387,6949.279099990347,0.9494170286603225,36,1852881,0,15.299564600637112,1128.8060679611651,1.3421076591827021,1.4035512190999877,6.22159394310288,1.5100956172579805,5.906887234991795,1.4337104939300473,4120
closed,14,oracle_terminal,0.0,closed,16,0.5,12868,5.0,200,0.5155765919019552,34613530,71453050,0.9350677609602371,18.324057701949073,7.562859684166057,50.054847351667604,13.921366019060315,6786.546523419195,6641.212501017857,0.9785849810504038,84,2174572,0,15.53976364455232,1083.0187005514265,1.3078842577867074,1.3466194598090475,5.768564544906316,1.3830171529384598,5.645030625865179,1.3533998144006663,4171
closed,0,lru,0.0,closed,16,0.5,12868,10.0,200,0.5978597162993824,29447009,73225713,0.44068355273611814,12.960483936252785,5.3456425520623725,37.10188369801881,8.651617137032531,7038.967369016549,6745.3527160429985,0.9582872547092696,42,1874228,0,15.651842503770022,1078.8021901211557,1.3121885275488416,1.3413766740704454,5.983122263664066,1.3940173028108263,5.733549808636549,1.3358690141278073,4292
open_matched,14,oracle_terminal,0.0,poisson,32,0.03427853184945713,12868,5.0,200,0.5824671724999843,29833994,71453050,0.3696960901397688,63.44902240487227,4.743846283846324,93.13767875218764,59.42982974794268,8292.771914145655,7033.58712648819,0.8481587579287486,47,1890425,0,17.19125819314422,1083.0187005514265,1.4468801763431083,,7.0488561270238055,1.689967903865693,5.978549057514962,1.4333610782821773,4171
open_matched,0,lru,0.0,poisson,32,0.0284132585811295,12868,10.0,200,0.8097570862847044,13930673,73225713,0.14913329675641762,5.59184147938322,2.845911088806588,16.66467821155129,0.8409369830101241,7614.454443906699,6198.268658658629,0.8140134929323345,9,905990,0,11.205523711593711,1078.8021901211557,0.9394267579671928,,6.472286277320695,1.5079884150327807,5.268528359859834,1.2275229170223285,4292
open_matched,13,belady,0.0,poisson,32,0.03427853184945713,12868,5.0,200,0.2301665146341851,56653378,73591730,71.45729581975365,137.54000331226325,97.64274702957823,171.2185898829539,133.85558281528574,9655.133012629394,9161.837433448836,0.9489084636601792,114,3543535,0,43.072102755557154,1128.8060679611651,3.7783688957351367,,8.206863060734985,1.9919570535764526,7.787561818431511,1.8901849073862893,4120
closed,14,belady,0.0,closed,16,0.5,12868,5.0,200,0.5724875845047902,30547066,71453050,0.5516818741621137,16.994439396532925,6.7966627447946735,46.68512010626455,12.749701703767187,6276.849666729485,6117.926342156374,0.9746810369833316,11,1731922,0,15.481408526263744,1083.0187005514265,1.302972874170029,1.3466194598090475,5.335322216720062,1.2791470191129373,5.200237390832918,1.2467603430431353,4171
