condition,target_pressure,seed,policy,const_ttl_s,arrival_mode,concurrency,rate_per_s,pool_blocks,pause_median_s,n_sessions,token_hit_rate,prefill_tokens_computed,prompt_tokens_total,ttft_p50,ttft_p95,e2e_p50,e2e_p95,queue_p95,makespan_s,gpu_busy_s,gpu_busy_frac,n_preemptions,n_evictions,n_protected_evictions,mean_live_sessions,mean_context_blocks,pressure_measured,pressure_offered,rm_total,rm_per_1k_calls,rm_gputime_total,rm_gputime_per_1k_calls,n_calls
vary_concurrency,0.5,2,belady,0.0,closed,7,0.5,16000,2.0,200,0.9281889968973193,5179511,72126983,0.11770012944816699,0.7842049337272101,2.4381139173005977,6.761872348843099,0.17348305380573947,5520.506474617448,4723.093589843983,0.8555543973293279,0,353920,0,6.624733126046981,1105.6165413533834,0.45777590788807815,0.4837072368421052,4.692430503424831,1.1381107211799248,4.014629551367386,0.9737156321531375,4123
vary_concurrency,0.5,3,belady,0.0,closed,7,0.5,16000,2.0,200,0.9275118718143447,5215142,71944774,0.11140537777032478,0.7997480946596625,2.424817815250994,7.057435725797404,0.1637088903391941,5258.8698267953605,4840.882550743561,0.9205176606726333,0,357711,0,6.901337324851248,1089.762098706277,0.47005099043811616,0.4767709181839962,4.470039352776057,1.0709246173397358,4.114750168132026,0.9858050235103083,4174
vary_concurrency,0.5,1,belady,0.0,closed,7,0.5,16000,2.0,200,0.9276880934351083,5307266,73394082,0.12037062583343072,0.8540600755823107,2.6765708001563553,7.37256947393189,0.18818015479894257,4441.4311644120135,4256.184041858167,0.9582911193044752,0,363253,0,6.856954160016029,1107.7000955109838,0.47471554862276205,0.48461879178605544,3.7752164897502114,0.9014366021371087,3.6177564355794423,0.8638386904439929,4188
vary_concurrency,0.5,0,belady,0.0,closed,7,0.5,16000,2.0,200,0.92846773646301,5238001,73225713,0.1209572323652992,0.8375046407252285,2.779728792274618,7.643439823199515,0.24766642285646867,3973.479549285124,3909.181370517885,0.9838181679382729,0,360524,0,6.886366938311441,1078.8021901211557,0.4643142334392687,0.47197595817800564,3.3774576168923556,0.7869192956412757,3.322804164940203,0.7741854997530762,4292
vary_concurrency,0.5,5,oracle_terminal,0.0,closed,7,0.5,16000,2.0,200,0.9283580651925191,5234745,73068169,0.12204712124255934,0.9265524122151874,2.9214207626366147,7.753339841143315,0.2253552191914423,3808.5102372382407,3761.70587293838,0.9877105846159412,0,358958,0,6.860709418925942,1112.448217726397,0.4770114978389293,0.48669609525529867,3.237233701652505,0.7796805639818172,3.197449991997623,0.7700987456641674,4152
vary_concurrency,0.5,6,oracle_terminal,0.0,closed,7,0.5,16000,2.0,200,0.9294787150779571,4985232,70691168,0.10731908693310288,0.7448326343114786,2.660785797099493,7.482260633652913,0.14154916320529765,4332.0187458943465,4200.318892050021,0.9695985032453648,0,343658,0,6.912899410342659,1072.1007194244605,0.46320777694608084,0.4690440647482015,3.6822159340101948,0.8830254038393752,3.570271058242518,0.856180109890292,4170
vary_concurrency,0.5,5,lru,0.0,closed,7,0.5,16000,2.0,200,0.9282735413829789,5240921,73068169,0.1216380158246011,0.8607589306578802,2.922556476583509,7.862663719134616,0.18614441018030448,3804.7799184081764,3758.1750022503766,0.9877509561243432,0,359344,0,6.864792688120315,1112.448217726397,0.47729539943504035,0.48669609525529867,3.23406293064695,0.7789168908109225,3.19444875191282,0.7693759036398893,4152
vary_concurrency,0.5,6,lru,0.0,closed,7,0.5,16000,2.0,200,0.9286765780981296,5041936,70691168,0.10892875975181937,0.7595814466212687,2.6496962538435582,7.394718963260857,0.15474146693395596,4332.6732208296235,4199.279207161336,0.9692120760395714,0,347202,0,6.920544434979416,1072.1007194244605,0.4637200417218986,0.4690440647482015,3.68277223770518,0.8831588100012422,3.569387326087136,0.8559681837139415,4170
vary_concurrency,0.5,7,oracle_terminal,0.0,closed,7,0.5,16000,2.0,200,0.9287389473333268,5288011,74206187,0.12136969329162639,0.8296241630276882,2.7119217158830224,7.369274401235998,0.20095706099027666,4200.10405471636,4091.160263028155,0.9740616446000021,0,362436,0,6.898696334100602,1111.9540066382172,0.4794395643302215,0.48647987790422004,3.5700884465089064,0.8463936573041504,3.4774862235739317,0.8244395978126913,4218
vary_concurrency,0.5,4,belady,0.0,closed,7,0.5,16000,2.0,200,0.9280085873130608,5421216,75303648,0.11762220858759065,0.9258964512873717,2.5268633209168456,6.914420324210369,0.22474873083297098,5086.667372040882,4720.586986915727,0.9280313890510448,0,369940,0,6.9203981582867256,1126.685768411082,0.4873196322924948,0.4929250236798484,4.323667266234749,1.0238378560821098,4.012498938878368,0.9501536677429239,4223
vary_concurrency,0.5,5,belady,0.0,closed,7,0.5,16000,2.0,200,0.9283580651925191,5234745,73068169,0.12204712124255934,0.9265524122151874,2.9214207626366147,7.753339841143315,0.2253552191914423,3808.5102372382407,3761.70587293838,0.9877105846159412,0,358958,0,6.860709418925942,1112.448217726397,0.4770114978389293,0.48669609525529867,3.237233701652505,0.7796805639818172,3.197449991997623,0.7700987456641674,4152
vary_concurrency,0.5,7,lru,0.0,closed,7,0.5,16000,2.0,200,0.9282926233630627,5321131,74206187,0.12045216734088626,0.8087285273409179,2.7516814030709327,7.392854269976397,0.22250295961123356,4204.758878299089,4090.661469197766,0.9728646963110814,0,364506,0,6.899715374213843,1111.9540066382172,0.47951038468877427,0.48647987790422004,3.5740450465542257,0.84733168481608,3.4770622488181013,0.8243390822233526,4218
vary_concurrency,0.5,6,belady,0.0,closed,7,0.5,16000,2.0,200,0.9294787150779571,4985232,70691168,0.10731908693310288,0.7448326343114786,2.660785797099493,7.482260633652913,0.14154916320529765,4332.0187458943465,4200.318892050021,0.9695985032453648,0,343658,0,6.912899410342659,1072.1007194244605,0.46320777694608084,0.4690440647482015,3.6822159340101948,0.8830254038393752,3.570271058242518,0.856180109890292,4170
vary_concurrency,0.5,8,oracle_terminal,0.0,closed,7,0.5,16000,2.0,200,0.929917239990986,5503376,78526816,0.11299512389609845,0.7733195643982071,2.3407926768766742,6.394487083186505,0.09569848613136855,7330.789827943969,5882.740529051867,0.8024702204157681,0,376912,0,6.859802056175811,1157.0254197761194,0.49606033460174404,0.5061986211520523,6.231171353752374,1.4531649612295647,5.000329449694087,1.16612160673836,4288
vary_concurrency,0.5,8,lru,0.0,closed,7,0.5,16000,2.0,200,0.9279936168556738,5654432,78526816,0.11320533874663852,0.8054311075238729,2.3610103025187072,6.451641515851179,0.11710532412143948,7341.165505896266,5857.466708261883,0.7978932914068333,0,386353,0,6.862068429116306,1157.0254197761194,0.4962242252956719,0.5061986211520523,6.239990680011826,1.4552217070923104,4.978846702022601,1.1611116375985544,4288
vary_concurrency,0.5,7,belady,0.0,closed,7,0.5,16000,2.0,200,0.9287389473333268,5288011,74206187,0.12136969329162639,0.8296241630276882,2.7119217158830224,7.369274401235998,0.20095706099027666,4200.10405471636,4091.160263028155,0.9740616446000021,0,362436,0,6.898696334100602,1111.9540066382172,0.4794395643302215,0.48647987790422004,3.5700884465089064,0.8463936573041504,3.4774862235739317,0.8244395978126913,4218
vary_concurrency,0.5,9,lru,0.0,closed,7,0.5,16000,2.0,200,0.928266511002869,5551875,77395859,0.11746181723265181,0.9536855317619342,2.516800630683292,6.9692576336292404,0.20890448453701538,5617.500439768616,5097.865335920999,0.9074970960093026,0,379999,0,6.8956117350254695,1141.088194120392,0.49178132137972475,0.4992260849276715,4.774875373803324,1.11406331633302,4.3331855355328495,1.0110092243427087,4286
vary_concurrency,0.5,8,belady,0.0,closed,7,0.5,16000,2.0,200,0.929917239990986,5503376,78526816,0.11299512389609845,0.7733195643982071,2.3407926768766742,6.394487083186505,0.09569848613136855,7330.789827943969,5882.740529051867,0.8024702204157681,0,376912,0,6.859802056175811,1157.0254197761194,0.49606033460174404,0.5061986211520523,6.231171353752374,1.4531649612295647,5.000329449694087,1.16612160673836,4288
vary_concurrency,0.5,9,oracle_terminal,0.0,closed,7,0.5,16000,2.0,200,0.9306399713193958,5368179,77395859,0.11390544056814633,0.8463997045519136,2.473579346207316,6.8578739555302946,0.15473336897139234,5601.385394365496,5065.219510213554,0.9042797725199773,0,368518,0,6.888327866342906,1141.088194120392,0.49126185034465,0.4992260849276715,4.761177585210671,1.1108673787239083,4.30543658368152,1.0045349005323192,4286
vary_pool,0.5,0,oracle_terminal,0.0,closed,16,0.5,34522,2.0,200,0.9283202472879984,5248801,73225713,0.15381208579364625,1.092681763282826,4.7682977075577355,13.499735210824952,0.4126934480204909,2432.531823543989,2422.197174357874,0.9957514844878541,0,342002,0,15.557019650649686,1078.8021901211557,0.4861522180313637,0.49999522165397403,2.0676520500123905,0.48174558481183377,2.058867598204193,0.479698881221853,4292
vary_pool,0.5,1,oracle_terminal,0.0,closed,16,0.5,34522,2.0,200,0.9275409426062444,5318066,73394082,0.1510060288950399,1.2985159373884017,4.561368575298772,11.943602156422344,0.46013413066862086,2614.7728175310717,2537.9739376981897,0.9706288518383034,0,344731,0,15.173271600338484,1107.7000955109838,0.4868615491833914,0.5133886080811002,2.2225568949014107,0.5306964887539185,2.1572778470434613,0.515109323553835,4188
vary_concurrency,0.5,9,belady,0.0,closed,7,0.5,16000,2.0,200,0.9306399713193958,5368179,77395859,0.11390544056814633,0.8463997045519136,2.473579346207316,6.8578739555302946,0.15473336897139234,5601.385394365496,5065.219510213554,0.9042797725199773,0,368518,0,6.888327866342906,1141.088194120392,0.49126185034465,0.4992260849276715,4.761177585210671,1.1108673787239083,4.30543658368152,1.0045349005323192,4286
vary_pool,0.5,2,oracle_terminal,0.0,closed,16,0.5,34522,2.0,200,0.9280392609794867,5190311,72126983,0.14489909675603485,1.1237673610570482,3.7860209790408135,10.921309486058362,0.38184360176251175,3058.692559018585,2792.1445676839303,0.9128555792412888,0,335398,0,14.19981600680492,1105.6165413533834,0.4547694647267848,0.5124229378846571,2.5998886751657975,0.630581779084598,2.373322882531341,0.5756300952052731,4123
vary_pool,0.5,0,belady,0.0,closed,16,0.5,34522,2.0,200,0.9283202472879984,5248801,73225713,0.15381208579364625,1.092681763282826,4.7682977075577355,13.499735210824952,0.4126934480204909,2432.531823543989,2422.197174357874,0.9957514844878541,0,342002,0,15.557019650649686,1078.8021901211557,0.4861522180313637,0.49999522165397403,2.0676520500123905,0.48174558481183377,2.058867598204193,0.479698881221853,4292
vary_pool,0.5,0,lru,0.0,closed,16,0.5,34522,2.0,200,0.9278404158386276,5283937,73225713,0.1558208762997424,1.116267871621858,4.789709673532897,13.472835985094264,0.41730243528465394,2439.1684956083905,2428.4555063704393,0.9956079339097568,0,344198,0,15.5434938908854,1078.8021901211557,0.48572954207815233,0.49999522165397403,2.0732932212671322,0.4830599303977475,2.0641871804148733,0.4809382992578922,4292
vary_pool,0.5,3,oracle_terminal,0.0,closed,16,0.5,34522,2.0,200,0.9273617566718606,5225942,71944774,0.14048842991866195,1.0758123616913053,3.8496527472455853,11.445937290113449,0.37711590998742395,2908.5710731737545,2826.6417565835754,0.9718317639387165,0,339188,0,14.991721121700456,1089.762098706277,0.473246320398688,0.5050748386333477,2.4722854121976914,0.592306040296524,2.4026454930960393,0.5756218239329274,4174
vary_pool,0.5,1,belady,0.0,closed,16,0.5,34522,2.0,200,0.9275409426062444,5318066,73394082,0.1510060288950399,1.2985159373884017,4.561368575298772,11.943602156422344,0.46013413066862086,2614.7728175310717,2537.9739376981897,0.9706288518383034,0,344731,0,15.173271600338484,1107.7000955109838,0.4868615491833914,0.5133886080811002,2.2225568949014107,0.5306964887539185,2.1572778470434613,0.515109323553835,4188
vary_pool,0.5,1,lru,0.0,closed,16,0.5,34522,2.0,200,0.9270323457414454,5355394,73394082,0.1552341428763384,1.2860434704452928,4.549535716428522,12.051550784220126,0.4754537827002423,2615.359349073543,2541.1154206333404,0.9716123413532054,0,347064,0,15.187347979832628,1107.7000955109838,0.48731321498809893,0.5133886080811002,2.223055446712512,0.5308155316887564,2.1599481075383395,0.5157469215707593,4188
vary_pool,0.5,2,lru,0.0,closed,16,0.5,34522,2.0,200,0.9259993032011334,5337447,72126983,0.14871418727346963,1.1480269123399012,3.812764512696617,11.233197043354494,0.36830070284372596,3077.5851549111226,2809.1351843124216,0.9127725287567376,0,344594,0,14.21944909051873,1105.6165413533834,0.45539824237905774,0.5124229378846571,2.6159473816744545,0.6344766872846118,2.3877649066655584,0.579132890289973,4123
vary_pool,0.5,2,belady,0.0,closed,16,0.5,34522,2.0,200,0.9280392609794867,5190311,72126983,0.14489909675603485,1.1237673610570482,3.7860209790408135,10.921309486058362,0.38184360176251175,3058.692559018585,2792.1445676839303,0.9128555792412888,0,335398,0,14.19981600680492,1105.6165413533834,0.4547694647267848,0.5124229378846571,2.5998886751657975,0.630581779084598,2.373322882531341,0.5756300952052731,4123
vary_pool,0.5,3,lru,0.0,closed,16,0.5,34522,2.0,200,0.9270681981710026,5247062,71944774,0.14416983893592317,1.120390556051916,3.8653557348735603,11.447823302687652,0.4008992044982733,2913.6939175806738,2837.686362033197,0.9739136787536735,0,340508,0,14.96983779319471,1089.762098706277,0.47255552548532553,0.5050748386333477,2.4766398299435726,0.5933492644809709,2.4120334077282175,0.5778709649564489,4174
vary_pool,0.5,3,belady,0.0,closed,16,0.5,34522,2.0,200,0.9273617566718606,5225942,71944774,0.14048842991866195,1.0758123616913053,3.8496527472455853,11.445937290113449,0.37711590998742395,2908.5710731737545,2826.6417565835754,0.9718317639387165,0,339188,0,14.991721121700456,1089.762098706277,0.473246320398688,0.5050748386333477,2.4722854121976914,0.592306040296524,2.4026454930960393,0.5756218239329274,4174
vary_pool,0.5,4,oracle_terminal,0.0,closed,16,0.5,34522,2.0,200,0.9278651679663646,5432016,75303648,0.15475374308813628,1.4057753823674375,4.08372795561877,11.509084762956263,0.485948263217324,2899.1822454971225,2806.2619247556527,0.9679494723431791,0,351418,0,14.912845222648139,1126.685768411082,0.4867067516040453,0.5221879466594437,2.4643049086725544,0.5835436676941876,2.385322636042305,0.5648407852337923,4223
vary_pool,0.5,5,oracle_terminal,0.0,closed,16,0.5,34522,2.0,200,0.9282102580126238,5245545,73068169,0.15593914550913723,1.169767987451678,4.944119216502088,14.017323592785715,0.39170323838288823,2380.869807524832,2373.4144967783513,0.9968686608890087,0,340436,0,15.43096420557333,1112.448217726397,0.49725243694716054,0.5155892324784876,2.0237393363961074,0.4874131349701607,2.0174023222615984,0.48588687915741774,4152
vary_pool,0.5,4,lru,0.0,closed,16,0.5,34522,2.0,200,0.9270660566138841,5492192,75303648,0.15686760943572153,1.3611124343246956,4.050598964988012,11.909986154305898,0.45976552167894624,2919.2203655340563,2804.907981498758,0.9608414680217588,0,355179,0,14.839298263051706,1126.685768411082,0.4843064181156262,0.5221879466594437,2.481337310703948,0.5875769146824409,2.3841717842739443,0.5645682652791723,4223
vary_pool,0.5,6,oracle_terminal,0.0,closed,16,0.5,34522,2.0,200,0.9293259378597337,4996032,70691168,0.14206980633906596,1.1484100917386968,4.370605268563764,12.33889421715071,0.3881669647605577,2502.30564953383,2484.7647998900293,0.992990125068427,0,325137,0,15.47435838227519,1072.1007194244605,0.4805651687118117,0.4968892738193433,2.1269598021037557,0.5100623026627712,2.112050079906525,0.506486829713795,4170
vary_pool,0.5,4,belady,0.0,closed,16,0.5,34522,2.0,200,0.9278651679663646,5432016,75303648,0.15475374308813628,1.4057753823674375,4.08372795561877,11.509084762956263,0.485948263217324,2899.1822454971225,2806.2619247556527,0.9679494723431791,0,351418,0,14.912845222648139,1126.685768411082,0.4867067516040453,0.5221879466594437,2.4643049086725544,0.5835436676941876,2.385322636042305,0.5648407852337923,4223
vary_pool,0.5,7,oracle_terminal,0.0,closed,16,0.5,34522,2.0,200,0.9285934069082407,5298811,74206187,0.15631364574403506,1.1826542506132682,4.658012831320065,12.969171259933944,0.41122467969114496,2502.291281612713,2499.2062688681294,0.9987671248478333,0,343914,0,15.524700844569812,1111.9540066382172,0.5000507880765632,0.5153601791962075,2.1269475893708063,0.5042549998508312,2.12432532853791,0.5036333163911594,4218
