termination_signal_strength,seed,policy,const_ttl_s,arrival_mode,concurrency,rate_per_s,pool_blocks,pause_median_s,n_sessions,token_hit_rate,prefill_tokens_computed,prompt_tokens_total,ttft_p50,ttft_p95,e2e_p50,e2e_p95,queue_p95,makespan_s,gpu_busy_s,gpu_busy_frac,n_preemptions,n_evictions,n_protected_evictions,mean_live_sessions,mean_context_blocks,pressure_measured,pressure_offered,rm_total,rm_per_1k_calls,rm_gputime_total,rm_gputime_per_1k_calls,n_calls
0.0,9,belady_pause,0.0,closed,10,0.5,12868,2.0,200,0.8296144112826501,13187139,77395859,0.15404832676983915,7.486375888960993,3.558486840296692,23.94743823396766,1.3415753418075838,4531.308432822778,4501.247409915546,0.993365928770268,8,786038,0,9.806549986778535,1141.088194120392,0.8696097618094866,0.886764216755045,3.8516121678993613,0.8986495958701263,3.826060298428214,0.892687890440554,4286
0.0,10,lru,0.0,closed,10,0.5,12868,2.0,200,0.8128370960388576,14617242,78099034,0.16360553299045932,7.804350446098397,3.734134673750532,24.008520111457074,1.3406765382969752,4558.743678083285,4533.356711798816,0.994431148562592,8,947308,0,9.859365373095867,1140.0420517560074,0.8734916948209781,0.8859512369878826,3.874932126370792,0.8953170347437135,3.853353205028994,0.8903311471878452,4328
0.0,9,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8079551646296735,14863475,77395859,0.16053952812518446,7.985267601272881,3.732758527308647,25.166592889239325,1.4074999677477535,4712.174169941848,4679.02730777233,0.9929656967306182,0,960906,0,9.809572698948442,1141.088194120392,0.8698778051084689,0.886764216755045,4.005348044450571,0.9345189091111924,3.9771732116064804,0.9279452196935326,4286
0.0,9,predict,0.0,closed,10,0.5,12868,2.0,200,0.455985532766036,42104467,77395859,1.3385142405090846,11.844103261434839,10.501599351898221,37.14516958427839,3.539726261478336,7724.613825292878,7698.213388730723,0.9965822969071009,17,2141208,0,9.835521840748706,1141.088194120392,0.8721788821488665,0.886764216755045,6.565921751498946,1.5319462789311586,6.543481380421115,1.5267105413955004,4286
0.0,9,predict_guarded,0.0,closed,10,0.5,12868,2.0,200,0.6025312542884239,30762435,77395859,0.4855280319161466,10.272266652591952,6.7835747085412095,33.227487285026655,2.992219781364156,6428.000302139138,6405.174046499108,0.9964489336392169,29,1799742,0,9.821364481124878,1141.088194120392,0.8709234581570521,0.886764216755045,5.463800256818267,1.2748017398082752,5.444397939524242,1.2702748342333743,4286
0.0,10,oracle_terminal,0.0,closed,10,0.5,12868,2.0,200,0.820135316910578,14047258,78099034,0.1597932739464909,7.147564522902712,3.6203894019768086,25.55238178258753,1.3738678515483116,4500.335355562068,4482.985219246833,0.9961447014623497,9,892572,0,9.868862513386645,1140.0420517560074,0.8743330951398243,0.8859512369878826,3.8252850522277577,0.8838458993132527,3.8105374363598083,0.8804384095101221,4328
0.0,11,lru,0.0,closed,10,0.5,12868,2.0,200,0.8520886474496202,10533420,71214412,0.1456206003032321,3.957774222291391,3.509640056749504,16.708829777543258,0.6560121212628474,3973.6283726699357,3927.060605031595,0.9882807944601394,3,692524,0,9.706796610525863,1090.1929782082325,0.8223718919560745,0.8472124480946787,3.3775841167694454,0.8178169774260159,3.3380015142768555,0.8082328121735728,4130
0.0,10,belady_pause,0.0,closed,10,0.5,12868,2.0,200,0.8282099878469688,13416634,78099034,0.1526576351100175,7.04785110309831,3.5674750326110143,23.388305138898318,1.3971674186554992,4422.030500704699,4405.983970886287,0.9963712304074215,0,785916,0,9.875676032609617,1140.0420517560074,0.8749367397182075,0.8859512369878826,3.7587259255989944,0.8684671731975495,3.745086375253344,0.8653157059272976,4328
0.0,10,belady,0.0,closed,10,0.5,12868,2.0,200,0.8219942899677863,13902074,78099034,0.15514882878460412,7.031425727143414,3.593323010764948,24.72168148379933,1.305718256498949,4504.252036473627,4488.689007339645,0.9965448138763198,16,780471,0,9.860222421614141,1140.0420517560074,0.8735676251404704,0.8859512369878826,3.8286142310025832,0.8846151180689887,3.815385656238699,0.8815586081882391,4328
0.0,11,oracle_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8804779571865313,8511692,71214412,0.13783034078937817,2.339191268933064,3.310905162086817,13.327700098237983,0.5491101099605658,3759.8472845217016,3713.025680934239,0.9875469400631737,0,545806,0,9.696994903773346,1090.1929782082325,0.821541479158744,0.8472124480946787,3.1958701918434467,0.7738184483882438,3.1560718287941034,0.7641820408702429,4130
0.0,11,belady,0.0,closed,10,0.5,12868,2.0,200,0.881995852187897,8403596,71214412,0.1389629213471153,2.360171418034952,3.377824191246532,13.163727078858017,0.4985222124916149,3738.628992106364,3685.2397792128363,0.9857195744733558,4,480884,0,9.66976300353397,1090.1929782082325,0.8192343586719366,0.8472124480946787,3.177834643290409,0.769451487479518,3.1324538123309105,0.7584633928162011,4130
0.0,10,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.7984899787620933,15737738,78099034,0.1664799323447994,7.715888653252932,3.800723908277405,24.94478622623774,1.3855235164783153,4673.455343659505,4652.848250048555,0.9955906086405838,11,1013399,0,9.857150748780283,1140.0420517560074,0.8732954899057925,0.8859512369878826,3.9724370421105792,0.9178458969756421,3.954921012541272,0.9137987552082422,4328
0.0,10,predict,0.0,closed,10,0.5,12868,2.0,200,0.41045752243235173,46042698,78099034,1.6588126132533034,11.70790867503274,11.84482882702406,37.750047311314006,2.4681477749186342,8054.680826322486,8038.800438661384,0.998028427444424,7,2358097,0,9.811054282521123,1140.0420517560074,0.8692115677754852,0.8859512369878826,6.846478702374113,1.581903581879416,6.832980372862177,1.5787847441918152,4328
0.0,11,belady_pause,0.0,closed,10,0.5,12868,2.0,200,0.8768714961797339,8768524,71214412,0.13819927884776462,2.5662990538268105,3.3316655124453973,13.601732162303051,0.5746186934229627,3785.659979680419,3735.4598567398816,0.9867393999434743,2,534988,0,9.691211693168569,1090.1929782082325,0.8210515183573119,0.8472124480946787,3.2178109827283565,0.7791309885540816,3.1751408782288997,0.7687992441232202,4130
0.0,12,lru,0.0,closed,10,0.5,12868,2.0,200,0.8664768624270787,9470692,70929220,0.14008063057551112,3.347715808358771,3.3127797965761374,13.843839428346882,0.5374142347939141,4090.5629984053403,4006.967207457205,0.9795637444086,3,627159,0,9.613439160141445,1082.464527027027,0.8086887529985709,0.8412065021969436,3.4769785486445395,0.8390392250590105,3.4059221263386243,0.8218924050044943,4144
0.0,10,predict_guarded,0.0,closed,10,0.5,12868,2.0,200,0.5513123248105732,35042074,78099034,0.7014057357448564,10.551577052079665,8.422151965240118,33.96974370359567,2.2831738873323957,6880.061565719695,6860.810218829445,0.9972018641539241,9,1978041,0,9.81500638246565,1140.0420517560074,0.8695617045589407,0.8859512369878826,5.848052330861741,1.351213569977297,5.8316886860050285,1.3474326908514391,4328
0.0,11,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8580451945597753,10109228,71214412,0.14537744107212802,3.9061083832078793,3.476897721123578,15.84650822006165,0.5606333838090904,3942.9915968986083,3901.7961693157326,0.9895522405842107,8,660075,0,9.713697655379029,1090.1929782082325,0.8229565570665207,0.8472124480946787,3.3515428573638175,0.8115115877394231,3.316526743918373,0.8030331099075965,4130
0.0,11,predict,0.0,closed,10,0.5,12868,2.0,200,0.5180508686921406,34321724,71214412,0.7419573762654181,9.495139747307803,8.707164905413663,30.189605585598656,1.1207299883513997,6467.814962417883,6437.775730461056,0.9953555826610109,7,1715073,0,9.834265133372623,1090.1929782082325,0.8331711838856761,0.8472124480946787,5.497642718055201,1.3311483578826153,5.472109370891898,1.3249659493684982,4130
0.0,11,predict_guarded,0.0,closed,10,0.5,12868,2.0,200,0.6756475079791433,23098572,71214412,0.305339535346949,7.669610847789045,5.694543471371162,24.507532374808306,0.9256630979252805,5277.47540455691,5233.601608036252,0.9916865938431899,5,1346515,0,9.7625140457242,1090.1929782082325,0.8270923424236685,0.8472124480946787,4.485854093873374,1.0861632188555386,4.448561366830814,1.077133502864604,4130
0.0,12,oracle_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8838672693707896,8237204,70929220,0.13299779784870225,1.7823397009915425,3.1375389122974866,12.057993118524791,0.4827868919503544,3973.228851380234,3885.6431161256937,0.9779560305910608,4,535184,0,9.614141335959028,1082.464527027027,0.8087478204849144,0.8412065021969436,3.377244523673199,0.814972134091023,3.3027966487068396,0.7970069132979826,4144
0.0,12,belady,0.0,closed,10,0.5,12868,2.0,200,0.8944996152502452,7483060,70929220,0.1289936479009839,1.471509562193205,3.168577759808013,10.943779586161213,0.3674990040005923,3879.815544735282,3791.4824833767284,0.9772326647130385,8,446639,0,9.603123903050212,1082.464527027027,0.8078210268648731,0.8412065021969436,3.29784321302499,0.7958115861546791,3.2227601108702193,0.7776930769474467,4144
0.0,12,belady_pause,0.0,closed,10,0.5,12868,2.0,200,0.9016215320004929,6977908,70929220,0.12880247574889836,1.4439390230841127,3.178657414401755,10.220543484347218,0.380189698058075,3814.558763797375,3719.156597395977,0.9749899864417279,0,444327,0,9.581207279133066,1082.464527027027,0.8059773862103422,0.8412065021969436,3.242374949227769,0.7824263873619134,3.1612831077865806,0.7628578928056421,4144
0.0,13,lru,0.0,closed,10,0.5,12868,2.0,200,0.7846051179935571,15851282,73591730,0.16872759516434144,8.57104283334229,3.7350869354743104,25.9121574260451,1.6338723685439618,4890.280440664598,4811.8568929043995,0.9839633843678828,6,1022391,0,9.755590873956942,1128.8060679611651,0.8557794665114363,0.8772195119374924,4.156738374564909,1.008917081205075,4.09007835896874,0.9927374657691117,4120
0.0,12,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8653762722894739,9548756,70929220,0.141023469639606,3.7007596446114803,3.297911934936792,13.929479100742242,0.5674841164272948,4099.431349836483,4018.829503940999,0.9803382862116478,0,629744,0,9.640071031529061,1082.464527027027,0.8109290433362644,0.8412065021969436,3.4845166473610103,0.8408582643245681,3.4160050783498495,0.8243255497948478,4144
0.0,12,predict,0.0,closed,10,0.5,12868,2.0,200,0.474693165947687,37259604,70929220,0.9828772910824455,9.372948868625826,9.11113459491321,30.956394106707194,1.1582818049412253,6923.559370489358,6879.273956132898,0.9936036636668099,13,1919895,0,9.7562584878061,1082.464527027027,0.8207028077056612,0.8412065021969436,5.885025464915954,1.420131627634159,5.847382862712964,1.4110479881064102,4144
0.0,12,predict_guarded,0.0,closed,10,0.5,12868,2.0,200,0.6570419356084841,24325748,70929220,0.28397374141513865,7.848082860670729,5.554709303038635,25.3866640877726,0.9837174538533873,5617.033336734586,5557.4152451133505,0.9893861958711654,8,1400167,0,9.662809895838238,1082.464527027027,0.8128418513872099,0.8412065021969436,4.774478336224398,1.1521424556526056,4.723802958346347,1.1399138412997942,4144
0.0,13,oracle_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8123301898188832,13810946,73591730,0.1537569279108908,8.363348431167196,3.556066741148129,22.513902647953728,1.303847244554163,4670.851931995207,4593.393021182289,0.9834165347262825,14,871000,0,9.772620256454932,1128.8060679611651,0.8572733171717847,0.8772195119374924,3.970224142195926,0.9636466364553219,3.9043840680049455,0.9476660359235304,4120
0.0,14,lru,0.0,closed,10,0.5,12868,2.0,200,0.8762168724778019,8844682,71453050,0.1354508151068785,2.6185043439472793,3.2740880094422664,11.512709103132238,0.5442099181700542,4004.8844085574387,3902.8632402296857,0.9745258145004737,0,586788,0,9.741371503034955,1083.0187005514265,0.8198700269510113,0.8416371623806547,3.404151747273823,0.81614762581487,3.317433754195233,0.795356929799864,4171
0.0,13,belady,0.0,closed,10,0.5,12868,2.0,200,0.8083380021097479,14104738,73591730,0.15263737433309643,10.182919193666748,3.4893841763361024,26.20291473645875,1.5941166222028187,4740.658864908089,4663.5723237545235,0.9837392768916183,7,774406,0,9.74927987516806,1128.8060679611651,0.8552258533836942,0.8772195119374924,4.029560035171875,0.9780485522261833,3.964036475191345,0.9621447755318799,4120
0.0,13,belady_pause,0.0,closed,10,0.5,12868,2.0,200,0.8228668085394921,13035538,73591730,0.15239856160951604,7.640152840881228,3.4377738855957887,23.165255974776755,1.300404669841555,4592.202226092191,4512.675498375172,0.9826822243878632,8,784368,0,9.763694683764394,1128.8060679611651,0.856490348519849,0.8772195119374924,3.9033718921783627,0.9474203621792143,3.835774173618896,0.9310131489366252,4120
0.0,13,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8044564790092582,14390386,73591730,0.15992652262178808,8.199554244601984,3.6265978083511072,23.673272693966737,1.1558509217537392,4740.9857415820525,4670.721109735375,0.9851793201505747,12,929341,0,9.788760157051735,1128.8060679611651,0.8586891407442094,0.8772195119374924,4.029837880344744,0.978115990374938,3.9701129432750686,0.9636196464259875,4120
0.0,13,predict,0.0,closed,10,0.5,12868,2.0,200,0.45380555668415457,40195394,73591730,1.258796945922768,12.396566580521721,9.376974068661184,36.945790501086776,4.177851145527939,7492.694027673367,7429.428368698737,0.991556353597122,27,2089000,0,9.783661511897565,1128.8060679611651,0.858241877642841,0.8772195119374924,6.368789923522362,1.545822796971447,6.315014113393927,1.5327704158723123,4120
0.0,13,predict_guarded,0.0,closed,10,0.5,12868,2.0,200,0.6195844016712204,27995442,73591730,0.3597363900066739,11.143746172622286,6.02151490536005,30.884200873405348,2.841628598713669,6159.262942695461,6107.108786700999,0.9915324030684038,0,1645330,0,9.816995655007883,1128.8060679611651,0.8611660137178497,0.8772195119374924,5.235373501291142,1.2707217236143549,5.191042468695849,1.2599617642465653,4120
0.0,14,oracle_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8898475292517254,7870730,71453050,0.13000601628616693,1.7244070822473532,3.120888638289671,11.317845136112282,0.41365681590605163,3927.790597980845,3834.737434160459,0.976309031375496,0,510541,0,9.739337109824774,1083.0187005514265,0.819698804858153,0.8416371623806547,3.3386220082837186,0.8004368276872976,3.2595268190363904,0.7814737039166604,4171
0.0,14,belady,0.0,closed,10,0.5,12868,2.0,200,0.8834191402606327,8330058,71453050,0.1309106714115842,1.9410221912103225,3.123804556021696,12.019050482238072,0.527095402327177,3997.475493856966,3895.454568700356,0.9744786615169028,0,505030,0,9.755842889190614,1083.0187005514265,0.8210879925889876,0.8416371623806547,3.397854169778421,0.8146377774582645,3.3111363833953025,0.793847130998634,4171
0.75,0,lru,0.0,closed,10,0.5,12868,2.0,200,0.8153977803523532,13464362,72937162,0.1501610561833786,7.077139072755472,3.0021203977744335,21.346285133316087,0.9809919406516201,4566.810801195759,4487.470729433702,0.9826268099958766,0,870860,0,9.826610090592563,1098.6068702290077,0.8389478828556638,0.853751064834479,3.881789181016395,0.9259993275325371,3.814350120018647,0.9099117652716239,4192
0.0,14,belady_pause,0.0,closed,10,0.5,12868,2.0,200,0.8978543533131196,7298618,71453050,0.1307424125522232,1.4363585983041958,3.136492341627985,9.927754125329557,0.4262903412752621,3867.336830884508,3760.9115793253827,0.9724809975926549,0,471558,0,9.738031380031645,1083.0187005514265,0.8195889097863605,0.8416371623806547,3.2872363062518315,0.7881170717458239,3.1967748424265756,0.7664288761511809,4171
0.0,14,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8694452091268322,9328538,71453050,0.1373281367398249,2.782056136915344,3.269997422331926,12.712561070173479,0.5107845044140049,4058.521804044932,3969.358774510861,0.978030663911869,2,612847,0,9.77262209330573,1083.0187005514265,0.8225001927628328,0.8416371623806547,3.4497435334381925,0.8270782866070948,3.373954958334232,0.808907925757428,4171
0.0,14,predict,0.0,closed,10,0.5,12868,2.0,200,0.45722062249267176,38783242,71453050,1.194243367163324,9.554025788158924,9.404619836167512,30.586662937368146,1.24091252391554,7055.798770348042,7000.029227904319,0.9920959278660136,4,1990852,0,9.83560192079327,1083.0187005514265,0.8278008090922165,0.8416371623806547,5.997428954795836,1.4378875461030536,5.950024843718672,1.4265223792180943,4171
0.0,14,predict_guarded,0.0,closed,10,0.5,12868,2.0,200,0.6393255431363671,25771290,71453050,0.37630335245376045,7.409134100934352,5.876141527087611,23.896466504286764,0.9170591928423164,5663.607961810289,5616.648406591164,0.9917085441761199,4,1500108,0,9.83948064551144,1083.0187005514265,0.8281272569787621,0.8416371623806547,4.814066767538747,1.1541756815005386,4.774151145602489,1.1446058848243799,4171
0.75,0,oracle_terminal,0.0,closed,10,0.5,12868,2.0,200,0.825530557385822,12725306,72937162,0.14021179984206356,7.041789221585077,2.9156555697343265,21.940321825488013,0.9459998657250708,4521.193907864171,4436.7316298142505,0.9813185897859841,5,806407,0,9.82381253751251,1098.6068702290077,0.8387090414635611,0.853751064834479,3.8430148216845454,0.916749718913298,3.7712218853421127,0.8996235413506949,4192
0.75,1,lru,0.0,closed,10,0.5,12868,2.0,200,0.8668913887653183,9583075,71994403,0.1365009473686376,3.1588662973277906,2.7455599108310764,11.796429644745444,0.5717761764694842,4446.209012112733,4135.6183428122495,0.9301448338451147,4,628772,0,9.491262033353554,1078.5059297912715,0.795491326093765,0.8381301910096918,3.779277660295823,0.8964131072807929,3.515275591390412,0.8337940207282761,4216
0.75,0,belady,0.0,closed,10,0.5,12868,2.0,200,0.8475291100577782,11120794,72937162,0.13923806070158662,5.514844717206415,2.8464216527754616,18.442521316535476,0.821338352019211,4314.158174908526,4238.135802181658,0.9823783992972208,1,626944,0,9.818182258287626,1098.6068702290077,0.8382283557752052,0.853751064834479,3.667034448672247,0.8747696680992956,3.602415431854409,0.8593548263011472,4192
0.75,0,belady_pause,0.0,closed,10,0.5,12868,2.0,200,0.8553999948613301,10546714,72937162,0.13841605520516964,4.811027573683987,2.7749499686474906,16.24093772031756,0.7711771667964058,4258.3178293694245,4184.197832438641,0.9825940665068301,4,652958,0,9.82170656646994,1098.6068702290077,0.8385292439615506,0.853751064834479,3.6195701549640105,0.8634470789513383,3.5565681575728445,0.8484179765202396,4192
0.75,0,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8225945506352441,12939450,72937162,0.14624759299476864,6.445162886147045,3.0498031150904126,19.332070261929402,0.8986612952803625,4522.4231027745,4447.633546487626,0.9834625034882315,23,832893,0,9.833530198001117,1098.6068702290077,0.839538687762546,0.853751064834479,3.8440596373583253,0.9169989592934936,3.780488514514482,0.9018340922028821,4192
0.75,0,predict,0.0,closed,10,0.5,12868,2.0,200,0.47396151772398276,38367754,72937162,1.2032111926907874,12.24140050700953,8.154725581971206,34.19825976310494,1.3677758307253498,7092.109766185485,7041.1549461326385,0.9928152803985362,3,1943775,0,9.82842441330478,1098.6068702290077,0.8391027808504147,0.853751064834479,6.028293301257662,1.4380470661397093,5.984981704212743,1.4277151011957878,4192
0.75,0,predict_guarded,0.0,closed,10,0.5,12868,2.0,200,0.6255291369850666,27312842,72937162,0.3942512247000991,10.104022874362727,5.192248365184469,28.802549961866134,1.1499979244581482,5937.781165712154,5879.55400152496,0.9901937840815981,7,1589382,0,9.817948852249629,1098.6068702290077,0.8382084287098572,0.853751064834479,5.047113990855331,1.2039871161391533,4.997620901296216,1.1921805585153185,4192
0.75,1,oracle_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8912775066695116,7827411,71994403,0.12497538696550237,1.7045196840517747,2.5846606233282046,9.548472122203293,0.4560097909962053,4287.615286562983,3970.2774096100406,0.9259873249478675,0,506478,0,9.485418492334958,1078.5059297912715,0.7950015612787561,0.8381301910096918,3.6444729935785354,0.8644385658393111,3.374735798168534,0.8004591551633146,4216
0.75,1,belady,0.0,closed,10,0.5,12868,2.0,200,0.8927727340137815,7719763,71994403,0.12669851013572497,1.6889363431762376,2.630074538623667,9.520971185396775,0.38397730015003617,4293.044766691749,3952.9013117570016,0.9207687146489124,0,456194,0,9.456050161839379,1078.5059297912715,0.7925401128339665,0.8381301910096918,3.6490880516879867,0.8655332190910784,3.359966114993451,0.7969559096284278,4216
0.75,2,lru,0.0,closed,10,0.5,12868,2.0,200,0.8494652214545235,10704823,71111959,0.13960270460069069,3.145938631362924,2.517036330609699,11.590782272205615,0.5277731413907532,5185.640386101438,4731.585974118216,0.912440050181617,5,697596,0,9.629394189330595,1089.117875333495,0.8150097404594685,0.8463769624910593,4.407794328186222,1.069074539943299,4.021848078000484,0.9754664268737531,4123
0.75,1,belady_pause,0.0,closed,10,0.5,12868,2.0,200,0.9015654175228038,7086739,71994403,0.12417817550999644,1.3045738662899566,2.5770077186955973,8.560683802888889,0.3242525512835073,4203.648473338462,3883.1325270459097,0.9237529140875083,2,451328,0,9.459752912730753,1078.5059297912715,0.7928504515651514,0.8381301910096918,3.573101202337693,0.8475097728504964,3.3006626479890233,0.7828896223882883,4216
0.75,1,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8598117273088576,10092771,71994403,0.13638637898438333,3.83148888219921,2.7919616687009636,12.838145803592852,0.6003168383906541,4495.576306058043,4181.993360865561,0.9302463302046701,0,645812,0,9.504850441409694,1078.5059297912715,0.7966302115977261,0.8381301910096918,3.8212398601493365,0.9063661907375086,3.5546943567357268,0.8431438227551533,4216
0.75,1,predict,0.0,closed,10,0.5,12868,2.0,200,0.5501287648707914,32388211,71994403,0.46797182655598135,9.642667863943416,6.111619228067127,27.46217073768821,0.9610301802658796,6685.87672780351,6409.067687570681,0.9585979443680578,4,1642136,0,9.653431000119213,1078.5059297912715,0.8090831968028795,0.8381301910096918,5.682995218632984,1.3479590177023206,5.44770753443508,1.2921507434618311,4216
0.75,2,oracle_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8742450759934767,8942679,71111959,0.12995120069376753,2.5413480283641547,2.398778738222518,10.02548627344764,0.4946414393730265,5053.019346700063,4558.796753715563,0.9021926181012432,4,574040,0,9.636781985232187,1089.117875333495,0.8156350264849377,0.8463769624910593,4.2950664446950535,1.041733311834842,3.8749772406582284,0.9398441039675547,4123
0.75,1,predict_guarded,0.0,closed,10,0.5,12868,2.0,200,0.7185843043937735,20260355,71994403,0.24700340978665736,6.631254517102207,3.947018363377083,20.18398114067827,0.8090222679375074,5419.919873562848,5156.258776626992,0.9513533219887741,4,1183672,0,9.58308491611411,1078.5059297912715,0.8031872791204816,0.8381301910096918,4.606931892528421,1.0927257809602517,4.382819960132943,1.0395683017393131,4216
0.75,2,belady,0.0,closed,10,0.5,12868,2.0,200,0.8996562730046573,7135639,71111959,0.12972239700184218,1.484708988700433,2.3592750571569923,8.230998002466094,0.32653811883665185,4826.983608739075,4348.545287579862,0.900882546961001,0,425322,0,9.64006786451674,1089.117875333495,0.8159131357377349,0.8463769624910593,4.102936067428214,0.9951336569071583,3.6962634944428827,0.8964985434011358,4123
0.75,3,lru,0.0,closed,10,0.5,12868,2.0,200,0.8898872830269867,7443632,67600112,0.13403967216027013,2.1294604821406438,2.8677979405274527,9.730627811180057,0.4913489920854772,3368.7395440291903,3287.3905459225566,0.9758517994509792,0,492726,0,9.669757319331175,1044.7460239784682,0.7850824146882139,0.8118946409531149,2.8634286124248116,0.7006186964582363,2.794281964034173,0.6837000156677694,4087
0.75,2,predict,0.0,closed,10,0.5,12868,2.0,200,0.5083832383242318,34959831,71111959,0.7432671733711231,8.116233524665631,5.874464739419864,24.72908410334128,0.8525569061757778,7137.822472457581,6915.56133008609,0.9688614919705384,10,1792663,0,9.6821733068235,1089.117875333495,0.8194768433741288,0.8463769624910593,6.067149101588944,1.4715374973536124,5.878227130573176,1.4257160151766133,4123
0.75,2,belady_pause,0.0,closed,10,0.5,12868,2.0,200,0.8965375851901366,7357415,71111959,0.12474905130147818,1.4275860388252113,2.3571507868264234,8.14191218053594,0.31047079320933335,4896.10308162213,4389.296703590446,0.8964878047739604,0,465088,0,9.615831138031497,1089.117875333495,0.8138617950434044,0.8463769624910593,4.16168761937881,1.0093833663300533,3.730902198051879,0.9048998782565799,4123
0.75,2,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8552094029641344,10296343,71111959,0.13658689408930513,3.4665118234815964,2.5210760585162006,10.86030201916401,0.5181698035062254,5126.736740124775,4650.380321999467,0.9070838932693638,0,665039,0,9.645939956833772,1089.117875333495,0.8164101361036106,0.8463769624910593,4.357726229106058,1.0569309311438415,3.9528232736995466,0.9587250239387695,4123
0.75,2,predict_guarded,0.0,closed,10,0.5,12868,2.0,200,0.6876806754824459,22209639,71111959,0.2255917460793171,6.287905493510152,3.7756520946040837,19.26616736557844,0.7728023365280023,6068.0812082105695,5733.738907886428,0.9449014789268556,5,1308811,0,9.661509846179808,1089.117875333495,0.8177279356687126,0.8463769624910593,5.157869026978984,1.2509990363761785,4.873678071703464,1.1820708396079225,4123
0.75,3,belady,0.0,closed,10,0.5,12868,2.0,200,0.8975286904850098,6927072,67600112,0.13115708978568819,1.334659442899465,2.7652744997857326,8.675255490236168,0.4536284732398599,3310.5342712073934,3234.9525168450496,0.9771693182518306,0,430421,0,9.704541968311105,1044.7460239784682,0.787906561697638,0.8118946409531149,2.8139541305262843,0.6885133669014643,2.7497096393182923,0.6727941373423764,4087
0.75,3,oracle_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8833057554697542,7888544,67600112,0.1312764835965936,1.7331666517825397,2.7801172082081393,10.029928333361795,0.4955211738115395,3467.799491242936,3383.2097211694154,0.9756070758164851,6,512807,0,9.687091449606235,1044.7460239784682,0.7864897634358043,0.8118946409531149,2.9476295675564956,0.7212208386485186,2.875728262994003,0.7036281534117942,4087
0.75,3,belady_pause,0.0,closed,10,0.5,12868,2.0,200,0.8906763941456192,7390288,67600112,0.13063069807344618,1.5022928509638405,2.794024698712292,9.041829554319975,0.4542374239244964,3377.1821312939487,3296.5745236392954,0.9761316966272799,0,471698,0,9.721514872899553,1044.7460239784682,0.7892845827253148,0.8118946409531149,2.8706048115998564,0.7023745563004298,2.802088345093401,0.6856100673093715,4087
0.75,3,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.880925167697947,8049472,67600112,0.13460194120170854,2.615894061326344,2.9016464726219056,10.06736802999285,0.5420577694987969,3433.1880369106525,3346.599899992947,0.9747790869632583,0,527342,0,9.695018017879622,1044.7460239784682,0.7871333172660354,0.8118946409531149,2.9182098313740545,0.7140224691397246,2.844609914994005,0.6960141705392722,4087
0.75,4,lru,0.0,closed,10,0.5,12868,2.0,200,0.8892816620801713,7990606,72170574,0.14651029469860077,1.6776782862862092,2.976380873802782,10.3676614899573,0.49219147800977225,3435.392123652887,3376.0506003759706,0.9827264192438626,0,528981,0,9.731183244015297,1079.5172903837044,0.8163646695528987,0.8389161411126084,2.920083305104954,0.6916350793711402,2.869643010319575,0.6796880649738454,4222
0.75,3,predict,0.0,closed,10,0.5,12868,2.0,200,0.5658743287289228,29346944,67600112,0.48847049028108813,8.144936937044804,6.531014188482914,25.947944206997818,0.8723147530790811,5602.61733716555,5560.555344218522,0.9924924387271631,0,1505444,0,9.822837500124976,1044.7460239784682,0.797510912530476,0.8118946409531149,4.762224736590718,1.1652128056253288,4.726472042585744,1.1564648990912023,4087
0.75,3,predict_guarded,0.0,closed,10,0.5,12868,2.0,200,0.6861356679409052,21217264,67600112,0.2929947600689502,6.498692023568992,4.833136374442347,20.943095291144346,0.8544212468432306,4745.190799832834,4674.594682246249,0.9851225966321371,0,1219085,0,9.76635300405936,1044.7460239784682,0.7929249665652148,0.8118946409531149,4.033412179857909,0.9868882260479347,3.973405479909312,0.9722058918300249,4087
0.75,4,belady,0.0,closed,10,0.5,12868,2.0,200,0.907577650691818,6670174,72170574,0.13725337803441562,1.2581961884054635,2.9123802940063115,9.026576866173059,0.42812970132035844,3295.0504355167527,3234.3466134891723,0.9815772707533503,4,421849,0,9.714597803507852,1079.5172903837044,0.8149732901779828,0.8389161411126084,2.80079287018924,0.6633805945497964,2.7491946214657967,0.6511593134689239,4222
