sweep,seed,policy,const_ttl_s,concurrency,pause_median_s,pool_blocks,token_hit_rate,prefill_tokens_computed,prompt_tokens_total,ttft_p50,ttft_p95,e2e_p50,e2e_p95,queue_p95,makespan_s,gpu_busy_s,gpu_busy_frac,n_preemptions,n_evictions,n_protected_evictions,rm_total,rm_per_1k_calls,n_calls
concurrency,0,lru,0.0,12,2.0,16000,0.8598319554771696,10263905,73225713,0.09634213687729698,2.608165990720863,2.50195625255094,11.54221552697004,0.46155143826445055,2528.8695541215666,2493.1503380746676,0.9858754216923986,5,674268,0,2.1495391210033317,0.5008245855086979,4292
concurrency,0,lru,0.0,14,2.0,16000,0.7730064984140202,16621761,73225713,0.1292403890093965,5.70142848516798,3.1761367330249186,22.842433450350427,2.608959284990874,2822.458339930921,2802.0636561160136,0.9927741417733711,10,1071484,0,2.3990895889412824,0.558967751384269,4292
concurrency,0,lru,0.0,16,2.0,16000,0.6264265122280203,27355185,73225713,0.21330411572108687,10.41982009185449,5.03692617529623,34.09656143250231,7.577014762995532,3533.3383650809888,3523.4066671260357,0.9971891460911003,13,1739373,0,3.0033376103188405,0.6997524721152937,4292
concurrency,0,lru,0.0,18,2.0,16000,0.44818573497536307,40406993,73225713,1.9438891739346218,12.919435655643156,11.29729672444568,43.31746884035556,10.015409985719373,4540.42132607827,4528.756517198619,0.9974308972577824,43,2555775,0,3.8593581271665296,0.8991980724991915,4292
concurrency,0,const_ttl,1.0,12,2.0,16000,0.8598319554771696,10263905,73225713,0.09634213687729698,2.608165990720863,2.50195625255094,11.54221552697004,0.46155143826445055,2528.8695541215666,2493.1503380746676,0.9858754216923986,5,674268,111160,2.1495391210033317,0.5008245855086979,4292
concurrency,0,lru,0.0,20,2.0,16000,0.28479241984301334,52371585,73225713,5.732045431276674,17.843036981957653,20.353688274954152,52.10629857179265,14.877151713412786,5509.403716287067,5501.29322728794,0.9985278826136572,83,3303069,0,4.682993158844007,1.0910981264781003,4292
concurrency,0,const_ttl,1.0,14,2.0,16000,0.7730064984140202,16621761,73225713,0.1292403890093965,5.70142848516798,3.1761367330249186,22.842433450350427,2.608959284990874,2822.458339930921,2802.0636561160136,0.9927741417733711,10,1071484,356272,2.3990895889412824,0.558967751384269,4292
concurrency,0,const_ttl,4.0,12,2.0,16000,0.8598319554771696,10263905,73225713,0.09634213687729698,2.608165990720863,2.50195625255094,11.54221552697004,0.46155143826445055,2528.8695541215666,2493.1503380746676,0.9858754216923986,5,674268,211953,2.1495391210033317,0.5008245855086979,4292
concurrency,0,const_ttl,4.0,14,2.0,16000,0.7730064984140202,16621761,73225713,0.1292403890093965,5.70142848516798,3.1761367330249186,22.842433450350427,2.608959284990874,2822.458339930921,2802.0636561160136,0.9927741417733711,10,1071484,576701,2.3990895889412824,0.558967751384269,4292
concurrency,0,const_ttl,1.0,16,2.0,16000,0.6264265122280203,27355185,73225713,0.21330411572108687,10.41982009185449,5.03692617529623,34.09656143250231,7.577014762995532,3533.3383650809888,3523.4066671260357,0.9971891460911003,13,1739373,772192,3.0033376103188405,0.6997524721152937,4292
concurrency,0,const_ttl,4.0,16,2.0,16000,0.6264265122280203,27355185,73225713,0.21330411572108687,10.41982009185449,5.03692617529623,34.09656143250231,7.577014762995532,3533.3383650809888,3523.4066671260357,0.9971891460911003,13,1739373,1241580,3.0033376103188405,0.6997524721152937,4292
concurrency,0,const_ttl,1.0,18,2.0,16000,0.44818573497536307,40406993,73225713,1.9438891739346218,12.919435655643156,11.29729672444568,43.31746884035556,10.015409985719373,4540.42132607827,4528.756517198619,0.9974308972577824,43,2555775,1421512,3.8593581271665296,0.8991980724991915,4292
concurrency,0,const_ttl,4.0,18,2.0,16000,0.44818573497536307,40406993,73225713,1.9438891739346218,12.919435655643156,11.29729672444568,43.31746884035556,10.015409985719373,4540.42132607827,4528.756517198619,0.9974308972577824,43,2555775,2153874,3.8593581271665296,0.8991980724991915,4292
concurrency,0,const_ttl,1.0,20,2.0,16000,0.28479241984301334,52371585,73225713,5.732045431276674,17.843036981957653,20.353688274954152,52.10629857179265,14.877151713412786,5509.403716287067,5501.29322728794,0.9985278826136572,83,3303069,2071165,4.682993158844007,1.0910981264781003,4292
concurrency,0,const_ttl,16.0,12,2.0,16000,0.8598319554771696,10263905,73225713,0.09634213687729698,2.608165990720863,2.50195625255094,11.54221552697004,0.46155143826445055,2528.8695541215666,2493.1503380746676,0.9858754216923986,5,674268,384045,2.1495391210033317,0.5008245855086979,4292
concurrency,0,const_ttl,4.0,20,2.0,16000,0.28479241984301334,52371585,73225713,5.732045431276674,17.843036981957653,20.353688274954152,52.10629857179265,14.877151713412786,5509.403716287067,5501.29322728794,0.9985278826136572,83,3303069,2985271,4.682993158844007,1.0910981264781003,4292
concurrency,0,const_ttl,16.0,14,2.0,16000,0.7730064984140202,16621761,73225713,0.1292403890093965,5.70142848516798,3.1761367330249186,22.842433450350427,2.608959284990874,2822.458339930921,2802.0636561160136,0.9927741417733711,10,1071484,871061,2.3990895889412824,0.558967751384269,4292
concurrency,0,const_ttl,16.0,16,2.0,16000,0.6264265122280203,27355185,73225713,0.21330411572108687,10.41982009185449,5.03692617529623,34.09656143250231,7.577014762995532,3533.3383650809888,3523.4066671260357,0.9971891460911003,13,1739373,1652390,3.0033376103188405,0.6997524721152937,4292
concurrency,0,const_ttl,64.0,12,2.0,16000,0.8598319554771696,10263905,73225713,0.09634213687729698,2.608165990720863,2.50195625255094,11.54221552697004,0.46155143826445055,2528.8695541215666,2493.1503380746676,0.9858754216923986,5,674268,670653,2.1495391210033317,0.5008245855086979,4292
concurrency,0,const_ttl,16.0,18,2.0,16000,0.44818573497536307,40406993,73225713,1.9438891739346218,12.919435655643156,11.29729672444568,43.31746884035556,10.015409985719373,4540.42132607827,4528.756517198619,0.9974308972577824,43,2555775,2529379,3.8593581271665296,0.8991980724991915,4292
concurrency,0,const_ttl,64.0,14,2.0,16000,0.7730064984140202,16621761,73225713,0.1292403890093965,5.70142848516798,3.1761367330249186,22.842433450350427,2.608959284990874,2822.458339930921,2802.0636561160136,0.9927741417733711,10,1071484,1071017,2.3990895889412824,0.558967751384269,4292
concurrency,0,const_ttl,256.0,12,2.0,16000,0.8598319554771696,10263905,73225713,0.09634213687729698,2.608165990720863,2.50195625255094,11.54221552697004,0.46155143826445055,2528.8695541215666,2493.1503380746676,0.9858754216923986,5,674268,674268,2.1495391210033317,0.5008245855086979,4292
concurrency,0,const_ttl,16.0,20,2.0,16000,0.28479241984301334,52371585,73225713,5.732045431276674,17.843036981957653,20.353688274954152,52.10629857179265,14.877151713412786,5509.403716287067,5501.29322728794,0.9985278826136572,83,3303069,3296288,4.682993158844007,1.0910981264781003,4292
concurrency,0,const_ttl,256.0,14,2.0,16000,0.7730064984140202,16621761,73225713,0.1292403890093965,5.70142848516798,3.1761367330249186,22.842433450350427,2.608959284990874,2822.458339930921,2802.0636561160136,0.9927741417733711,10,1071484,1071484,2.3990895889412824,0.558967751384269,4292
concurrency,0,const_ttl,64.0,16,2.0,16000,0.6264265122280203,27355185,73225713,0.21330411572108687,10.41982009185449,5.03692617529623,34.09656143250231,7.577014762995532,3533.3383650809888,3523.4066671260357,0.9971891460911003,13,1739373,1739373,3.0033376103188405,0.6997524721152937,4292
concurrency,0,const_ttl,64.0,18,2.0,16000,0.44818573497536307,40406993,73225713,1.9438891739346218,12.919435655643156,11.29729672444568,43.31746884035556,10.015409985719373,4540.42132607827,4528.756517198619,0.9974308972577824,43,2555775,2555775,3.8593581271665296,0.8991980724991915,4292
concurrency,0,const_ttl,256.0,16,2.0,16000,0.6264265122280203,27355185,73225713,0.21330411572108687,10.41982009185449,5.03692617529623,34.09656143250231,7.577014762995532,3533.3383650809888,3523.4066671260357,0.9971891460911003,13,1739373,1739373,3.0033376103188405,0.6997524721152937,4292
concurrency,0,const_ttl,64.0,20,2.0,16000,0.28479241984301334,52371585,73225713,5.732045431276674,17.843036981957653,20.353688274954152,52.10629857179265,14.877151713412786,5509.403716287067,5501.29322728794,0.9985278826136572,83,3303069,3303069,4.682993158844007,1.0910981264781003,4292
concurrency,0,const_ttl,1000000000.0,12,2.0,16000,0.8598319554771696,10263905,73225713,0.09634213687729698,2.608165990720863,2.50195625255094,11.54221552697004,0.46155143826445055,2528.8695541215666,2493.1503380746676,0.9858754216923986,5,674268,674268,2.1495391210033317,0.5008245855086979,4292
concurrency,0,const_ttl,1000000000.0,14,2.0,16000,0.7730064984140202,16621761,73225713,0.1292403890093965,5.70142848516798,3.1761367330249186,22.842433450350427,2.608959284990874,2822.458339930921,2802.0636561160136,0.9927741417733711,10,1071484,1071484,2.3990895889412824,0.558967751384269,4292
concurrency,0,const_ttl,1000000000.0,16,2.0,16000,0.6264265122280203,27355185,73225713,0.21330411572108687,10.41982009185449,5.03692617529623,34.09656143250231,7.577014762995532,3533.3383650809888,3523.4066671260357,0.9971891460911003,13,1739373,1739373,3.0033376103188405,0.6997524721152937,4292
concurrency,0,ttl_oracle,0.0,12,2.0,16000,0.837829411097711,11875057,73225713,0.09763122569387406,3.8173902044113674,2.4962807707514116,14.846982040189005,0.48576836846086735,2657.8258527723747,2619.099404461364,0.9854292754844659,6,761828,170875,2.2591519748565183,0.5263634610569706,4292
concurrency,0,const_ttl,256.0,18,2.0,16000,0.44818573497536307,40406993,73225713,1.9438891739346218,12.919435655643156,11.29729672444568,43.31746884035556,10.015409985719373,4540.42132607827,4528.756517198619,0.9974308972577824,43,2555775,2555775,3.8593581271665296,0.8991980724991915,4292
concurrency,0,const_ttl,1000000000.0,18,2.0,16000,0.44818573497536307,40406993,73225713,1.9438891739346218,12.919435655643156,11.29729672444568,43.31746884035556,10.015409985719373,4540.42132607827,4528.756517198619,0.9974308972577824,43,2555775,2555775,3.8593581271665296,0.8991980724991915,4292
concurrency,0,oracle_terminal,0.0,12,2.0,16000,0.8711984545647238,9431585,73225713,0.09427173110259446,2.048201054759602,2.4036576069997295,10.957464807343058,0.3671503595514878,2473.8057409558046,2439.8815591533476,0.9862866427865311,11,609533,0,2.102734879812434,0.48991958989106105,4292
concurrency,0,ttl_oracle,0.0,14,2.0,16000,0.7295644905499247,19802833,73225713,0.13303072296105256,6.470187406063815,3.2478821406314182,26.208436584945503,3.1688811970614097,3082.3662857773247,3063.3760396013336,0.9938390689440071,18,1258416,478839,2.620011342910726,0.6104406670341859,4292
concurrency,0,const_ttl,1000000000.0,20,2.0,16000,0.28479241984301334,52371585,73225713,5.732045431276674,17.843036981957653,20.353688274954152,52.10629857179265,14.877151713412786,5509.403716287067,5501.29322728794,0.9985278826136572,83,3303069,3303069,4.682993158844007,1.0910981264781003,4292
concurrency,0,ttl_oracle,0.0,16,2.0,16000,0.5816715229526,30632401,73225713,0.2301379393550178,10.228827691280458,5.092191033892618,35.700382584508134,7.337110019290321,3828.0191287951616,3809.887714171972,0.9952634994724031,24,1936187,999456,3.2538162594758875,0.7581118964296103,4292
concurrency,0,const_ttl,256.0,20,2.0,16000,0.28479241984301334,52371585,73225713,5.732045431276674,17.843036981957653,20.353688274954152,52.10629857179265,14.877151713412786,5509.403716287067,5501.29322728794,0.9985278826136572,83,3303069,3303069,4.682993158844007,1.0910981264781003,4292
concurrency,0,oracle_terminal,0.0,14,2.0,16000,0.807350281450998,14106913,73225713,0.11062406854978235,5.775096314775823,2.956733523320281,20.268229897562605,2.611407909542095,2621.2288370179635,2603.8060206413534,0.9933531875849377,0,892231,0,2.2280445114652694,0.5191156830068195,4292
concurrency,0,ttl_oracle,0.0,18,2.0,16000,0.3453969236188933,47933777,73225713,3.1976395474923365,12.95746957819847,15.37710315882373,46.55545881473881,10.161830492507761,5141.511629422903,5128.934919525366,0.9975538886607657,42,3016371,1720437,4.370284885009467,1.0182397215772292,4292
concurrency,0,ttl_oracle,0.0,20,2.0,16000,0.20982771448056778,57860929,73225713,6.39408023983674,17.756106623508913,22.301630253901976,54.67876254985697,14.9116247553834,5955.8858718455185,5943.890564752673,0.9979859743200336,89,3643150,2319932,5.0625029910686905,1.1795207341725746,4292
concurrency,0,oracle_terminal,0.0,16,2.0,16000,0.6572969798190972,25094673,73225713,0.16959083426030475,10.768956694004373,4.150093420419978,34.840175627465214,7.836152324727209,3380.8602296232043,3368.424571278013,0.9963217472771487,25,1574997,0,2.8737311951797238,0.669555264487354,4292
concurrency,0,oracle_terminal,0.0,18,2.0,16000,0.470221273229528,38793425,73225713,1.4026350248383785,13.01084297220632,10.528612009320796,42.42262858216802,10.29018840568483,4412.543153763573,4404.40656462134,0.998156031825934,44,2431138,0,3.750661680699037,0.873872712185237,4292
concurrency,0,belady,0.0,12,2.0,16000,0.8841348939818449,8484305,73225713,0.09135228854256638,1.3785228706666666,2.412984043810866,9.827490131598694,0.2971827672256522,2388.5132619263227,2348.7721539746703,0.983361571155941,0,508901,0,2.0302362726373744,0.47302802251569764,4292
concurrency,1,lru,0.0,12,2.0,16000,0.8772181931507774,9011458,73394082,0.09351019711994013,1.7362404737878023,2.339301937515188,8.097528077145853,0.36784835342450606,2649.2885031312126,2550.4625130333234,0.9626971581309147,0,594390,0,2.2518952276615307,0.5377018213136415,4188
concurrency,0,belady,0.0,14,2.0,16000,0.8120697165488849,13761329,73225713,0.10833361834821176,5.083202161373947,2.9110056577072214,19.05479851963264,1.9757278245795078,2590.205093504834,2571.5850804133347,0.9928113749995354,1,788386,0,2.201674329479109,0.5129716517891679,4292
concurrency,0,oracle_terminal,0.0,20,2.0,16000,0.28900165164660124,52063361,73225713,5.624188865417864,17.836369704995207,20.30111822206686,52.74025444394147,15.092565628163356,5499.301082314218,5482.871207851316,0.9970123704418112,78,3274062,0,4.674405919967085,1.0890973718469443,4292
concurrency,1,lru,0.0,14,2.0,16000,0.7913913277095012,15310642,73394082,0.11737988540312472,4.741408158831064,3.011029306358921,18.225067862969354,1.228669441225236,2903.8867250407966,2825.6882878766683,0.973071113108577,7,987088,0,2.468303716284677,0.589375290421365,4188
concurrency,1,lru,0.0,16,2.0,16000,0.6792342739568566,23542306,73394082,0.188834988794639,8.67069153260536,4.341438718180029,29.54011123057171,5.642340300087426,3408.764020386793,3327.6301911319974,0.9761984611520309,28,1500415,0,2.897449417328774,0.6918456106324675,4188
concurrency,0,belady,0.0,16,2.0,16000,0.6721977565448902,24003553,73225713,0.16121356530629782,10.949529403461781,3.996362086912427,34.07740061629738,8.028193799635915,3280.9538617051517,3266.7085660586367,0.9956581847087873,8,1391479,0,2.7888107824493793,0.6497695206079634,4292
concurrency,1,lru,0.0,18,2.0,16000,0.4744234283085658,38574210,73394082,1.3325847113372902,13.879693969581638,9.777437400284384,42.00620511488546,11.017635787780705,4493.464422852553,4424.542073526657,0.9846616457058444,53,2440654,0,3.8194447594246705,0.9119973160039806,4188
concurrency,0,belady,0.0,18,2.0,16000,0.4969283945381317,36837777,73225713,0.9737119443739175,13.268396413161781,9.486798099630505,42.14623575956659,10.229805856072971,4246.534225562538,4232.476591806647,0.9966896219342188,34,2118879,0,3.609554091728157,0.8409958275228697,4292
