signal,threshold,seed,policy,const_ttl_s,arrival_mode,concurrency,rate_per_s,pool_blocks,pause_median_s,n_sessions,token_hit_rate,prefill_tokens_computed,prompt_tokens_total,ttft_p50,ttft_p95,e2e_p50,e2e_p95,queue_p95,makespan_s,gpu_busy_s,gpu_busy_frac,n_preemptions,n_evictions,n_protected_evictions,mean_live_sessions,mean_context_blocks,pressure_measured,pressure_offered,rm_total,rm_per_1k_calls,rm_gputime_total,rm_gputime_per_1k_calls,n_calls
0.75,0.95,1,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8652994872393066,9697683,71994403,0.13528754971497747,3.3402173328195204,2.7775175546615287,11.175647034505346,0.5648951663056323,4454.569476142161,4150.642784146869,0.9317719268667677,0,633630,0,9.495289085539387,1078.5059297912715,0.7958288454955368,0.8381301910096918,3.7863840547208367,0.8980986847060809,3.528046366524839,0.8368231419650948,4216
0.75,0.99,1,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8668913887653183,9583075,71994403,0.1365009473686376,3.1588662973277906,2.7455599108310764,11.796429644745444,0.5717761764694842,4446.209012112733,4135.6183428122495,0.9301448338451147,4,628772,0,9.491262033353554,1078.5059297912715,0.795491326093765,0.8381301910096918,3.779277660295823,0.8964131072807929,3.515275591390412,0.8337940207282761,4216
0.75,0.85,2,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8517232945305304,10544247,71111959,0.13983901386518482,3.3177195567799345,2.5126982096760457,11.765953891000208,0.5268454599870438,5169.09514337765,4712.407993342454,0.9116504654358553,0,687560,0,9.620410717676918,1089.117875333495,0.8142494001143822,0.8463769624910593,4.393730871871003,1.0656635633934035,4.005546794341085,0.9715126835656283,4123
0.75,0.3,2,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8457028163153261,10972375,71111959,0.1390076554012012,4.199579066439071,2.5385788905482514,12.005040510578056,0.6299984171564574,5219.896618038374,4761.907678241134,0.9122609175410544,1,699512,0,9.611895620872538,1089.117875333495,0.8135287019375212,0.8463769624910593,4.436912125332618,1.0761368239952989,4.0476215265049635,0.9817175664576677,4123
0.75,0.5,2,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8552094029641344,10296343,71111959,0.13658689408930513,3.4665118234815964,2.5210760585162006,10.86030201916401,0.5181698035062254,5126.736740124775,4650.380321999467,0.9070838932693638,0,665039,0,9.645939956833772,1089.117875333495,0.8164101361036106,0.8463769624910593,4.357726229106058,1.0569309311438415,3.9528232736995466,0.9587250239387695,4123
0.75,0.7,2,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8498474918965458,10677639,71111959,0.1421323454924277,3.7290465056719313,2.5323091841149576,11.390708037184595,0.5184311779780728,5177.105068047864,4744.5045000310165,0.9164396777096957,11,693508,0,9.671610705456116,1089.117875333495,0.8185828491279957,0.8463769624910593,4.400539307840685,1.0673148939705759,4.032828825026364,0.9781297174451526,4123
0.75,0.95,2,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8555716486449206,10270583,71111959,0.1393592022800476,2.9085352960943283,2.507092579638993,11.281491185037794,0.5077638582989152,5122.920460658716,4663.081873270365,0.9102389758108357,0,670456,0,9.618785401349198,1089.117875333495,0.8141118370847279,0.8463769624910593,4.354482391559909,1.0561441648217096,3.96361959227981,0.9613435828959035,4123
0.75,0.99,2,predict_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8494652214545235,10704823,71111959,0.13960270460069069,3.145938631362924,2.517036330609699,11.590782272205615,0.5277731413907532,5185.640386101438,4731.585974118216,0.912440050181617,5,697596,0,9.629394189330595,1089.117875333495,0.8150097404594685,0.8463769624910593,4.407794328186222,1.069074539943299,4.021848078000484,0.9754664268737531,4123
0.75,-1.0,3,belady,0.0,closed,10,0.5,12868,2.0,200,0.8975286904850098,6927072,67600112,0.13115708978568819,1.334659442899465,2.7652744997857326,8.675255490236168,0.4536284732398599,3310.5342712073934,3234.9525168450496,0.9771693182518306,0,430421,0,9.704541968311105,1044.7460239784682,0.787906561697638,0.8118946409531149,2.8139541305262843,0.6885133669014643,2.7497096393182923,0.6727941373423764,4087
0.75,-1.0,3,oracle_terminal,0.0,closed,10,0.5,12868,2.0,200,0.8833057554697542,7888544,67600112,0.1312764835965936,1.7331666517825397,2.7801172082081393,10.029928333361795,0.4955211738115395,3467.799491242936,3383.2097211694154,0.9756070758164851,6,512807,0,9.687091449606235,1044.7460239784682,0.7864897634358043,0.8118946409531149,2.9476295675564956,0.7212208386485186,2.875728262994003,0.7036281534117942,4087
